,efm,reaction,kcat,dq/dk,dlogq/dlogk
13,228,R2r,3.22e+02,1.60e-05,4.85e-03
14,228,R4,2.54e+01,4.54e-05,1.08e-03
15,228,R27b,1.79e+02,4.51e-04,7.61e-02
16,228,R7ra,2.33e+02,4.57e-06,1.00e-03
17,228,R7rc,5.31e+01,3.08e-05,1.54e-03
18,228,R13r,4.64e+01,3.14e-04,1.37e-02
19,228,R10a,2.41e+02,1.37e-04,3.09e-02
20,228,R1,1.04e+02,2.88e-04,2.82e-02
21,228,R10b,4.10e+02,6.54e-05,2.52e-02
22,228,R93,9.97e+01,9.29e-06,8.71e-04
23,228,R8r,2.11e+02,4.52e-06,8.96e-04
24,228,R12r,1.36e+03,9.43e-07,1.21e-03
25,228,R11r,1.34e+02,5.12e-05,6.45e-03
26,228,R70,9.95e+01,1.04e-06,9.72e-05
0,233,R22,3.59e+02,3.07e-06,1.51e-04
1,233,R21,3.77e+01,1.89e-04,9.78e-04
2,233,R3,1.15e+02,3.95e-03,6.22e-02
3,233,R27,7.81e+01,3.14e-02,3.36e-01
4,233,RR9,1.32e+01,3.31e-02,6.01e-02
5,233,R7rb,3.90e+02,4.64e-04,2.48e-02
6,233,R24,1.08e+02,7.45e-06,1.11e-04
7,233,R23r,3.26e+01,3.73e-05,1.67e-04
8,233,R10c,1.10e+02,1.87e-03,2.82e-02
9,233,R40,1.23e+02,1.57e-03,2.65e-02
10,233,R6r,7.84e+03,1.55e-05,1.67e-02
11,233,R5r,7.99e+00,4.19e-02,4.58e-02
12,233,R15r,7.53e+01,2.57e-03,2.65e-02
13,233,R14r,1.67e+01,4.11e-02,9.42e-02
14,233,R2r,3.22e+02,1.12e-05,4.96e-04
15,233,R28r,2.82e+02,1.51e-04,5.85e-03
16,233,R27b,1.79e+02,4.21e-03,1.03e-01
17,233,R7ra,2.33e+02,1.41e-03,4.51e-02
18,233,R7rc,5.31e+01,1.77e-03,1.29e-02
19,233,R13r,4.64e+01,7.77e-04,4.94e-03
20,233,R10a,2.41e+02,7.01e-04,2.32e-02
21,233,R1,1.04e+02,2.62e-03,3.73e-02
22,233,R10b,4.10e+02,3.67e-04,2.06e-02
23,233,R29r,2.11e+02,4.08e-05,1.18e-03
24,233,R93,9.97e+01,9.29e-06,1.27e-04
25,233,R8r,2.11e+02,3.72e-04,1.08e-02
26,233,R12r,1.36e+03,9.71e-07,1.81e-04
27,233,R11r,1.34e+02,3.98e-04,7.30e-03
28,233,R95,1.00e+02,2.91e-04,3.98e-03
29,233,R70,9.95e+01,1.00e-06,1.36e-05
0,235,R22,3.59e+02,1.48e-06,6.48e-04
1,235,R21,3.77e+01,2.01e-04,9.24e-03
2,235,R3,1.15e+02,3.61e-04,5.06e-02
3,235,RR9,1.32e+01,5.91e-03,9.53e-02
4,235,R80,4.00e+06,4.35e-09,2.12e-02
5,235,R7rb,3.90e+02,7.47e-05,3.55e-02
6,235,R24,1.08e+02,2.71e-06,3.58e-04
7,235,R23r,3.26e+01,2.91e-05,1.16e-03
8,235,R10c,1.10e+02,2.17e-04,2.91e-02
9,235,R40,1.23e+02,4.30e-04,6.45e-02
10,235,R6r,7.84e+03,3.72e-06,3.55e-02
11,235,R5r,7.99e+00,1.03e-02,1.00e-01
12,235,R15r,7.53e+01,3.26e-04,2.99e-02
13,235,R14r,1.67e+01,8.72e-03,1.78e-01
14,235,R2r,3.22e+02,2.86e-06,1.12e-03
15,235,R28r,2.82e+02,5.10e-05,1.75e-02
16,235,R27b,1.79e+02,3.35e-04,7.31e-02
17,235,R7ra,2.33e+02,2.76e-04,7.84e-02
18,235,R7rc,5.31e+01,4.89e-04,3.17e-02
19,235,R13r,4.64e+01,1.91e-04,1.08e-02
20,235,R10a,2.41e+02,5.79e-05,1.70e-02
21,235,R1,1.04e+02,4.03e-04,5.10e-02
22,235,R10b,4.10e+02,2.53e-05,1.26e-02
23,235,R29r,2.11e+02,2.13e-05,5.48e-03
24,235,R93,9.97e+01,9.29e-06,1.13e-03
25,235,R8r,2.11e+02,1.02e-04,2.63e-02
26,235,R12r,1.36e+03,2.39e-07,3.96e-04
27,235,R11r,1.34e+02,4.75e-05,7.75e-03
28,235,R95,1.00e+02,1.16e-04,1.42e-02
29,235,R70,9.95e+01,6.93e-07,8.40e-05
0,238,R54ra,3.51e-01,6.50e+01,5.90e-01
1,238,R22,3.59e+02,1.40e-06,1.30e-05
2,238,R21,3.77e+01,9.18e-02,8.94e-02
3,238,R54rb,3.24e+02,1.70e-03,1.42e-02
4,238,R3,1.15e+02,1.74e-02,5.16e-02
5,238,RR9,1.32e+01,2.43e-02,8.30e-03
6,238,R7rb,3.90e+02,2.97e-03,3.00e-02
7,238,R24,1.08e+02,4.46e-06,1.25e-05
8,238,R23r,3.26e+01,2.65e-05,2.23e-05
9,238,R10c,1.10e+02,1.22e-03,3.48e-03
10,238,R40,1.23e+02,2.61e-03,8.30e-03
11,238,R6r,7.84e+03,5.68e-05,1.15e-02
12,238,R5r,7.99e+00,1.54e-01,3.18e-02
13,238,R15r,7.53e+01,1.44e-03,2.81e-03
14,238,R14r,1.67e+01,3.46e-02,1.50e-02
15,238,R2r,3.22e+02,5.12e-04,4.25e-03
16,238,R28r,2.82e+02,2.75e-04,2.00e-03
17,238,R27b,1.79e+02,9.36e-04,4.33e-03
18,238,R7ra,2.33e+02,7.03e-03,4.24e-02
19,238,R7rc,5.31e+01,1.05e-02,1.44e-02
20,238,R13r,4.64e+01,9.13e-04,1.09e-03
21,238,R10a,2.41e+02,4.01e-04,2.49e-03
22,238,R1,1.04e+02,2.00e-02,5.37e-02
23,238,R10b,4.10e+02,1.92e-04,2.03e-03
24,238,R29r,2.11e+02,5.82e-05,3.17e-04
25,238,R93,9.97e+01,9.29e-06,2.39e-05
26,238,R8r,2.11e+02,2.58e-03,1.41e-02
27,238,R12r,1.36e+03,1.77e-06,6.24e-05
28,238,R11r,1.34e+02,2.65e-04,9.17e-04
29,238,R95,1.00e+02,6.77e-04,1.75e-03
30,238,R70,9.95e+01,7.20e-07,1.85e-06
0,243,R54ra,3.51e-01,2.08e+01,6.53e-01
1,243,R22,3.59e+02,1.44e-06,4.61e-05
2,243,R21,3.77e+01,2.71e-02,9.11e-02
3,243,R54rb,3.24e+02,4.96e-04,1.43e-02
4,243,R3,1.15e+02,4.60e-03,4.72e-02
5,243,R7rb,3.90e+02,7.49e-04,2.61e-02
6,243,R24,1.08e+02,4.77e-06,4.62e-05
7,243,R23r,3.26e+01,2.67e-05,7.76e-05
8,243,R10c,1.10e+02,1.80e-04,1.77e-03
9,243,R40,1.23e+02,3.45e-04,3.79e-03
10,243,R6r,7.84e+03,1.32e-05,9.22e-03
11,243,R5r,7.99e+00,3.56e-02,2.53e-02
12,243,R15r,7.53e+01,2.27e-04,1.53e-03
13,243,R14r,1.67e+01,4.83e-03,7.22e-03
14,243,R2r,3.22e+02,1.50e-04,4.30e-03
15,243,R28r,2.82e+02,3.84e-05,9.65e-04
16,243,R27b,1.79e+02,1.29e-04,2.06e-03
17,243,R7ra,2.33e+02,1.74e-03,3.61e-02
18,243,R7rc,5.31e+01,2.45e-03,1.16e-02
19,243,R13r,4.64e+01,1.15e-04,4.75e-04
20,243,R10a,2.41e+02,6.12e-05,1.32e-03
21,243,R1,1.04e+02,5.23e-03,4.85e-02
22,243,R10b,4.10e+02,2.97e-05,1.08e-03
23,243,R29r,2.11e+02,5.76e-06,1.08e-04
24,243,R93,9.97e+01,9.29e-06,8.26e-05
25,243,R8r,2.11e+02,6.09e-04,1.15e-02
26,243,R12r,1.36e+03,2.02e-07,2.45e-05
27,243,R11r,1.34e+02,3.95e-05,4.71e-04
28,243,R95,1.00e+02,9.46e-05,8.44e-04
29,243,R70,9.95e+01,7.32e-07,6.49e-06
0,246,R22,3.59e+02,5.26e-06,1.35e-03
1,246,R21,3.77e+01,5.45e-04,1.46e-02
2,246,R3,1.15e+02,1.46e-03,1.20e-01
3,246,R27,7.81e+01,4.77e-03,2.66e-01
4,246,R7rb,3.90e+02,1.46e-04,4.06e-02
5,246,R24,1.08e+02,9.88e-06,7.65e-04
6,246,R23r,3.26e+01,5.24e-05,1.22e-03
7,246,R10c,1.10e+02,1.79e-04,1.41e-02
8,246,R40,1.23e+02,2.28e-04,2.01e-02
9,246,R6r,7.84e+03,5.24e-06,2.93e-02
10,246,R5r,7.99e+00,1.48e-02,8.41e-02
11,246,R15r,7.53e+01,3.40e-04,1.82e-02
12,246,R14r,1.67e+01,6.34e-03,7.57e-02
13,246,R2r,3.22e+02,4.19e-05,9.61e-03
14,246,R28r,2.82e+02,2.25e-05,4.52e-03
15,246,R27b,1.79e+02,7.64e-04,9.77e-02
16,246,R7ra,2.33e+02,5.02e-04,8.36e-02
17,246,R7rc,5.31e+01,6.21e-04,2.35e-02
18,246,R13r,4.64e+01,1.00e-04,3.32e-03
19,246,R10a,2.41e+02,3.36e-05,5.78e-03
20,246,R1,1.04e+02,6.16e-04,4.57e-02
21,246,R10b,4.10e+02,1.46e-05,4.27e-03
22,246,R94,1.00e+02,7.51e-05,5.36e-03
23,246,R53r,1.39e+02,2.96e-05,2.94e-03
24,246,R29r,2.11e+02,4.63e-06,6.95e-04
25,246,R93,9.97e+01,9.29e-06,6.61e-04
26,246,R8r,2.11e+02,1.29e-04,1.95e-02
27,246,R12r,1.36e+03,9.05e-08,8.79e-05
28,246,R11r,1.34e+02,4.08e-05,3.89e-03
29,246,R95,1.00e+02,4.14e-05,2.96e-03
30,246,R70,9.95e+01,1.37e-06,9.74e-05
0,248,R54ra,3.51e-01,9.51e+00,5.45e-01
1,248,R22,3.59e+02,1.18e-06,6.88e-05
2,248,R21,3.77e+01,1.54e-02,9.43e-02
3,248,R54rb,3.24e+02,2.78e-04,1.47e-02
4,248,R3,1.15e+02,3.18e-03,5.96e-02
5,248,R7rb,3.90e+02,5.52e-04,3.51e-02
6,248,R24,1.08e+02,3.83e-06,6.78e-05
7,248,R23r,3.26e+01,2.51e-05,1.34e-04
8,248,R10c,1.10e+02,1.61e-04,2.89e-03
9,248,R40,1.23e+02,3.52e-04,7.08e-03
10,248,R6r,7.84e+03,1.15e-05,1.46e-02
11,248,R5r,7.99e+00,3.15e-02,4.10e-02
12,248,R15r,7.53e+01,2.36e-04,2.90e-03
13,248,R14r,1.67e+01,5.06e-03,1.38e-02
14,248,R2r,3.22e+02,1.21e-04,6.37e-03
15,248,R28r,2.82e+02,3.94e-05,1.81e-03
16,248,R27b,1.79e+02,1.36e-04,3.98e-03
17,248,R7ra,2.33e+02,1.35e-03,5.14e-02
18,248,R7rc,5.31e+01,2.05e-03,1.77e-02
19,248,R13r,4.64e+01,1.06e-04,8.02e-04
20,248,R10a,2.41e+02,5.17e-05,2.03e-03
21,248,R1,1.04e+02,3.65e-03,6.18e-02
22,248,R10b,4.10e+02,2.47e-05,1.65e-03
23,248,R94,1.00e+02,7.22e-05,1.18e-03
24,248,R53r,1.39e+02,2.36e-05,5.37e-04
25,248,R29r,2.11e+02,7.34e-06,2.52e-04
26,248,R93,9.97e+01,9.29e-06,1.51e-04
27,248,R8r,2.11e+02,4.95e-04,1.70e-02
28,248,R12r,1.36e+03,1.44e-07,3.19e-05
29,248,R11r,1.34e+02,3.63e-05,7.93e-04
30,248,R95,1.00e+02,9.68e-05,1.58e-03
31,248,R70,9.95e+01,6.70e-07,1.09e-05
0,251,R22,3.59e+02,1.75e-06,1.23e-03
1,251,R21,3.77e+01,3.86e-04,2.84e-02
2,251,R3,1.15e+02,3.34e-04,7.51e-02
3,251,R80,4.00e+06,1.72e-09,1.34e-02
4,251,R7rb,3.90e+02,6.07e-05,4.63e-02
5,251,R24,1.08e+02,2.69e-06,5.70e-04
6,251,R23r,3.26e+01,3.17e-05,2.02e-03
7,251,R10c,1.10e+02,7.32e-05,1.57e-02
8,251,R40,1.23e+02,1.80e-04,4.32e-02
9,251,R6r,7.84e+03,3.30e-06,5.05e-02
10,251,R5r,7.99e+00,9.62e-03,1.50e-01
11,251,R15r,7.53e+01,1.56e-04,2.30e-02
12,251,R14r,1.67e+01,3.85e-03,1.26e-01
13,251,R2r,3.22e+02,1.32e-05,8.31e-03
14,251,R28r,2.82e+02,2.21e-05,1.22e-02
15,251,R27b,1.79e+02,1.88e-04,6.60e-02
16,251,R7ra,2.33e+02,2.65e-04,1.21e-01
17,251,R7rc,5.31e+01,4.27e-04,4.43e-02
18,251,R13r,4.64e+01,6.78e-05,6.14e-03
19,251,R10a,2.41e+02,1.54e-05,7.25e-03
20,251,R1,1.04e+02,3.96e-04,8.04e-02
21,251,R10b,4.10e+02,5.84e-06,4.68e-03
22,251,R94,1.00e+02,5.71e-05,1.12e-02
23,251,R53r,1.39e+02,2.94e-05,8.02e-03
24,251,R29r,2.11e+02,9.95e-06,4.09e-03
25,251,R93,9.97e+01,9.29e-06,1.81e-03
26,251,R8r,2.11e+02,8.66e-05,3.57e-02
27,251,R12r,1.36e+03,4.93e-08,1.31e-04
28,251,R11r,1.34e+02,1.54e-05,4.02e-03
29,251,R95,1.00e+02,4.95e-05,9.67e-03
30,251,R70,9.95e+01,8.43e-07,1.64e-04
0,255,R22,3.59e+02,4.41e-05,3.98e-03
1,255,R21,3.77e+01,1.15e-03,1.08e-02
2,255,R26r,8.92e+01,1.43e-04,3.21e-03
3,255,R3,1.15e+02,2.30e-03,6.64e-02
4,255,R27,7.81e+01,1.69e-02,3.32e-01
5,255,RR9,1.32e+01,1.59e-02,5.28e-02
6,255,R7rb,3.90e+02,2.36e-04,2.31e-02
7,255,R25,1.51e+02,3.40e-04,1.29e-02
8,255,R24,1.08e+02,1.41e-04,3.85e-03
9,255,R23r,3.26e+01,5.85e-04,4.79e-03
10,255,R10c,1.10e+02,8.75e-04,2.42e-02
11,255,R40,1.23e+02,8.52e-04,2.64e-02
12,255,R6r,7.84e+03,9.35e-06,1.84e-02
13,255,R5r,7.99e+00,2.58e-02,5.17e-02
14,255,R15r,7.53e+01,1.34e-03,2.53e-02
15,255,R14r,1.67e+01,1.85e-02,7.80e-02
16,255,R28r,2.82e+02,6.18e-05,4.38e-03
17,255,R27b,1.79e+02,2.20e-03,9.92e-02
18,255,R7ra,2.33e+02,7.76e-04,4.55e-02
19,255,R7rc,5.31e+01,9.83e-04,1.31e-02
20,255,R13r,4.64e+01,2.82e-04,3.28e-03
21,255,R10a,2.41e+02,3.42e-04,2.07e-02
22,255,R1,1.04e+02,1.37e-03,3.57e-02
23,255,R10b,4.10e+02,1.84e-04,1.89e-02
24,255,R29r,2.11e+02,7.94e-06,4.20e-04
25,255,R93,9.97e+01,9.29e-06,2.33e-04
26,255,R8r,2.11e+02,2.00e-04,1.06e-02
27,255,R12r,1.36e+03,2.46e-07,8.43e-05
28,255,R11r,1.34e+02,1.76e-04,5.92e-03
29,255,R95,1.00e+02,1.58e-04,3.97e-03
30,255,R70,9.95e+01,4.14e-07,1.04e-05
0,257,R22,3.59e+02,2.14e-06,6.79e-04
1,257,R21,3.77e+01,5.37e-04,1.79e-02
2,257,R3,1.15e+02,8.07e-04,8.20e-02
3,257,R7rb,3.90e+02,1.48e-04,5.10e-02
4,257,R24,1.08e+02,3.07e-06,2.95e-04
5,257,R23r,3.26e+01,3.49e-05,1.01e-03
6,257,R10c,1.10e+02,1.15e-04,1.12e-02
7,257,R40,1.23e+02,4.71e-04,5.13e-02
8,257,R6r,7.84e+03,7.69e-06,5.33e-02
9,257,R5r,7.99e+00,2.28e-02,1.61e-01
10,257,R15r,7.53e+01,2.73e-04,1.82e-02
11,257,R14r,1.67e+01,6.07e-03,8.99e-02
12,257,R2r,3.22e+02,4.36e-05,1.24e-02
13,257,R28r,2.82e+02,5.99e-05,1.49e-02
14,257,R27b,1.79e+02,4.68e-04,7.42e-02
15,257,R7ra,2.33e+02,6.62e-04,1.36e-01
16,257,R7rc,5.31e+01,1.02e-03,4.81e-02
17,257,R13r,4.64e+01,9.85e-05,4.04e-03
18,257,R10a,2.41e+02,2.11e-05,4.49e-03
19,257,R1,1.04e+02,9.02e-04,8.29e-02
20,257,R10b,4.10e+02,7.73e-06,2.80e-03
21,257,R94,1.00e+02,1.43e-04,1.27e-02
22,257,R53r,1.39e+02,7.79e-05,9.60e-03
23,257,R29r,2.11e+02,2.62e-05,4.88e-03
24,257,R93,9.97e+01,9.29e-06,8.19e-04
25,257,R8r,2.11e+02,2.08e-04,3.87e-02
26,257,R12r,1.36e+03,6.65e-08,8.01e-05
27,257,R11r,1.34e+02,2.54e-05,3.00e-03
28,257,R95,1.00e+02,1.35e-04,1.20e-02
29,257,R70,9.95e+01,9.93e-07,8.74e-05
0,259,R91,1.00e+02,3.19e-05,1.09e-03
1,259,R55b,5.88e+01,1.02e-04,2.05e-03
2,259,R55a,9.13e+01,8.33e-05,2.60e-03
3,259,R22,3.59e+02,3.14e-06,3.84e-04
4,259,R21,3.77e+01,1.35e-03,1.74e-02
5,259,R3,1.15e+02,1.69e-03,6.63e-02
6,259,R27,7.81e+01,1.21e-02,3.23e-01
7,259,RR9,1.32e+01,1.08e-02,4.86e-02
8,259,R7rb,3.90e+02,2.00e-04,2.67e-02
9,259,R24,1.08e+02,7.26e-06,2.69e-04
10,259,R23r,3.26e+01,3.82e-05,4.25e-04
11,259,R10c,1.10e+02,6.60e-04,2.48e-02
12,259,R40,1.23e+02,6.11e-04,2.57e-02
13,259,R6r,7.84e+03,7.45e-06,1.99e-02
14,259,R5r,7.99e+00,2.05e-02,5.60e-02
15,259,R15r,7.53e+01,1.00e-03,2.57e-02
16,259,R14r,1.67e+01,1.43e-02,8.19e-02
17,259,R28r,2.82e+02,5.91e-05,5.68e-03
18,259,R27b,1.79e+02,1.65e-03,1.01e-01
19,259,R7ra,2.33e+02,6.46e-04,5.14e-02
20,259,R7rc,5.31e+01,7.96e-04,1.44e-02
21,259,R13r,4.64e+01,2.25e-04,3.57e-03
22,259,R10a,2.41e+02,2.55e-04,2.10e-02
23,259,R1,1.04e+02,1.06e-03,3.76e-02
24,259,R10b,4.10e+02,1.36e-04,1.91e-02
25,259,R29r,2.11e+02,1.59e-05,1.14e-03
26,259,R93,9.97e+01,9.29e-06,3.16e-04
27,259,R8r,2.11e+02,1.63e-04,1.18e-02
28,259,R12r,1.36e+03,2.09e-07,9.72e-05
29,259,R11r,1.34e+02,1.35e-04,6.16e-03
30,259,R95,1.00e+02,1.12e-04,3.83e-03
31,259,R70,9.95e+01,1.03e-06,3.49e-05
0,260,R54ra,3.51e-01,1.93e+01,4.22e-01
1,260,R22,3.59e+02,1.52e-06,3.39e-05
2,260,R21,3.77e+01,2.26e-02,5.29e-02
3,260,R54rb,3.24e+02,4.40e-04,8.85e-03
4,260,R3,1.15e+02,6.17e-03,4.41e-02
5,260,R27,7.81e+01,2.16e-02,1.05e-01
6,260,RR9,1.32e+01,2.52e-02,2.07e-02
7,260,R7rb,3.90e+02,1.09e-03,2.64e-02
8,260,R24,1.08e+02,4.78e-06,3.22e-05
9,260,R23r,3.26e+01,2.72e-05,5.50e-05
10,260,R10c,1.10e+02,2.81e-03,1.93e-02
11,260,R40,1.23e+02,1.91e-03,1.46e-02
12,260,R6r,7.84e+03,2.74e-05,1.33e-02
13,260,R5r,7.99e+00,7.45e-02,3.69e-02
14,260,R15r,7.53e+01,3.31e-03,1.55e-02
15,260,R14r,1.67e+01,4.60e-02,4.78e-02
16,260,R28r,2.82e+02,1.85e-04,3.24e-03
17,260,R27b,1.79e+02,3.09e-03,3.44e-02
18,260,R7ra,2.33e+02,2.99e-03,4.34e-02
19,260,R7rc,5.31e+01,3.52e-03,1.16e-02
20,260,R13r,4.64e+01,7.96e-04,2.29e-03
21,260,R10a,2.41e+02,1.16e-03,1.74e-02
22,260,R1,1.04e+02,4.23e-03,2.73e-02
23,260,R10b,4.10e+02,6.20e-04,1.58e-02
24,260,R29r,2.11e+02,4.30e-05,5.63e-04
25,260,R93,9.97e+01,9.29e-06,5.75e-05
26,260,R8r,2.11e+02,7.90e-04,1.04e-02
27,260,R12r,1.36e+03,1.12e-06,9.44e-05
28,260,R11r,1.34e+02,5.25e-04,4.37e-03
29,260,R95,1.00e+02,3.80e-04,2.36e-03
30,260,R70,9.95e+01,9.12e-07,5.64e-06
0,264,R22,3.59e+02,2.85e-06,4.02e-04
1,264,R21,3.77e+01,1.92e-04,2.84e-03
2,264,R3,1.15e+02,1.55e-03,7.01e-02
3,264,R27,7.81e+01,9.93e-03,3.05e-01
4,264,RR9,1.32e+01,7.72e-03,4.02e-02
5,264,R7rb,3.90e+02,1.89e-04,2.89e-02
6,264,R24,1.08e+02,6.61e-06,2.82e-04
7,264,R23r,3.26e+01,3.65e-05,4.69e-04
8,264,R10c,1.10e+02,5.93e-04,2.57e-02
9,264,R40,1.23e+02,5.18e-04,2.51e-02
10,264,R6r,7.84e+03,7.33e-06,2.26e-02
11,264,R5r,7.99e+00,2.03e-02,6.36e-02
12,264,R15r,7.53e+01,9.55e-04,2.83e-02
13,264,R14r,1.67e+01,1.41e-02,9.29e-02
14,264,R28r,2.82e+02,4.77e-05,5.28e-03
15,264,R27b,1.79e+02,1.44e-03,1.02e-01
16,264,R7ra,2.33e+02,6.24e-04,5.72e-02
17,264,R7rc,5.31e+01,7.76e-04,1.62e-02
18,264,R13r,4.64e+01,2.24e-04,4.09e-03
19,264,R10a,2.41e+02,2.23e-04,2.11e-02
20,264,R1,1.04e+02,9.92e-04,4.05e-02
21,264,R10b,4.10e+02,1.18e-04,1.91e-02
22,264,R94,1.00e+02,5.84e-05,2.30e-03
23,264,R53r,1.39e+02,1.93e-05,1.06e-03
24,264,R29r,2.11e+02,1.40e-05,1.16e-03
25,264,R93,9.97e+01,9.29e-06,3.64e-04
26,264,R8r,2.11e+02,1.58e-04,1.31e-02
27,264,R12r,1.36e+03,1.98e-07,1.06e-04
28,264,R11r,1.34e+02,1.25e-04,6.58e-03
29,264,R95,1.00e+02,8.96e-05,3.53e-03
30,264,R70,9.95e+01,9.69e-07,3.79e-05
0,265,R22,3.59e+02,7.98e-06,3.99e-03
1,265,R21,3.77e+01,4.78e-04,2.51e-02
2,265,R26r,8.92e+01,2.77e-05,3.44e-03
3,265,R3,1.15e+02,3.33e-04,5.33e-02
4,265,RR9,1.32e+01,4.48e-03,8.26e-02
5,265,R80,4.00e+06,3.75e-09,2.09e-02
6,265,R7rb,3.90e+02,6.50e-05,3.53e-02
7,265,R25,1.51e+02,7.30e-05,1.53e-02
8,265,R24,1.08e+02,1.92e-05,2.90e-03
9,265,R23r,3.26e+01,1.67e-04,7.59e-03
10,265,R10c,1.10e+02,1.55e-04,2.38e-02
11,265,R40,1.23e+02,3.72e-04,6.38e-02
12,265,R6r,7.84e+03,3.45e-06,3.76e-02
13,265,R5r,7.99e+00,9.74e-03,1.08e-01
14,265,R15r,7.53e+01,2.64e-04,2.77e-02
15,265,R14r,1.67e+01,6.31e-03,1.47e-01
16,265,R28r,2.82e+02,4.03e-05,1.58e-02
17,265,R27b,1.79e+02,2.85e-04,7.11e-02
18,265,R7ra,2.33e+02,2.58e-04,8.37e-02
19,265,R7rc,5.31e+01,4.38e-04,3.24e-02
20,265,R13r,4.64e+01,1.24e-04,7.97e-03
21,265,R10a,2.41e+02,4.35e-05,1.46e-02
22,265,R1,1.04e+02,3.46e-04,5.01e-02
23,265,R10b,4.10e+02,1.97e-05,1.12e-02
24,265,R29r,2.11e+02,1.66e-05,4.88e-03
25,265,R93,9.97e+01,9.29e-06,1.29e-03
26,265,R8r,2.11e+02,9.02e-05,2.65e-02
27,265,R12r,1.36e+03,1.31e-07,2.48e-04
28,265,R11r,1.34e+02,3.50e-05,6.53e-03
29,265,R95,1.00e+02,1.07e-04,1.49e-02
30,265,R70,9.95e+01,4.40e-07,6.09e-05
0,269,R54ra,3.51e-01,5.12e+00,4.75e-01
1,269,R22,3.59e+02,1.50e-06,1.42e-04
2,269,R21,3.77e+01,6.89e-03,6.86e-02
3,269,R54rb,3.24e+02,1.34e-04,1.15e-02
4,269,R3,1.15e+02,1.24e-03,3.76e-02
5,269,RR9,1.32e+01,6.81e-03,2.38e-02
6,269,R80,4.00e+06,3.98e-09,4.21e-03
7,269,R7rb,3.90e+02,3.05e-04,3.14e-02
8,269,R24,1.08e+02,4.41e-06,1.26e-04
9,269,R23r,3.26e+01,2.71e-05,2.34e-04
10,269,R10c,1.10e+02,6.80e-04,1.98e-02
11,269,R40,1.23e+02,7.02e-04,2.28e-02
12,269,R6r,7.84e+03,7.94e-06,1.64e-02
13,269,R5r,7.99e+00,2.17e-02,4.58e-02
14,269,R15r,7.53e+01,7.33e-04,1.46e-02
15,269,R14r,1.67e+01,1.24e-02,5.47e-02
16,269,R28r,2.82e+02,5.61e-05,4.17e-03
17,269,R27b,1.79e+02,1.92e-04,9.09e-03
18,269,R7ra,2.33e+02,8.30e-04,5.11e-02
19,269,R7rc,5.31e+01,1.15e-03,1.61e-02
20,269,R13r,4.64e+01,2.97e-04,3.63e-03
21,269,R10a,2.41e+02,2.76e-04,1.76e-02
22,269,R1,1.04e+02,1.16e-03,3.19e-02
23,269,R10b,4.10e+02,1.41e-04,1.53e-02
24,269,R29r,2.11e+02,1.48e-05,8.23e-04
25,269,R93,9.97e+01,9.29e-06,2.45e-04
26,269,R8r,2.11e+02,2.65e-04,1.47e-02
27,269,R12r,1.36e+03,6.35e-07,2.28e-04
28,269,R11r,1.34e+02,1.33e-04,4.70e-03
29,269,R95,1.00e+02,1.37e-04,3.61e-03
30,269,R70,9.95e+01,1.05e-06,2.75e-05
0,270,R91,1.00e+02,1.31e-05,1.94e-03
1,270,R55b,5.88e+01,5.45e-05,4.75e-03
2,270,R55a,9.13e+01,4.00e-05,5.40e-03
3,270,R22,3.59e+02,1.15e-06,6.13e-04
4,270,R21,3.77e+01,6.79e-04,3.79e-02
5,270,R3,1.15e+02,3.22e-04,5.49e-02
6,270,RR9,1.32e+01,3.79e-03,7.43e-02
7,270,R80,4.00e+06,3.34e-09,1.98e-02
8,270,R7rb,3.90e+02,6.26e-05,3.62e-02
9,270,R24,1.08e+02,2.38e-06,3.82e-04
10,270,R23r,3.26e+01,2.63e-05,1.27e-03
11,270,R10c,1.10e+02,1.52e-04,2.48e-02
12,270,R40,1.23e+02,3.33e-04,6.08e-02
13,270,R6r,7.84e+03,3.32e-06,3.86e-02
14,270,R5r,7.99e+00,9.39e-03,1.11e-01
15,270,R15r,7.53e+01,2.55e-04,2.84e-02
16,270,R14r,1.67e+01,6.08e-03,1.51e-01
17,270,R28r,2.82e+02,3.97e-05,1.66e-02
18,270,R27b,1.79e+02,2.68e-04,7.11e-02
19,270,R7ra,2.33e+02,2.48e-04,8.58e-02
20,270,R7rc,5.31e+01,4.20e-04,3.31e-02
21,270,R13r,4.64e+01,1.20e-04,8.21e-03
22,270,R10a,2.41e+02,4.30e-05,1.53e-02
23,270,R1,1.04e+02,3.39e-04,5.22e-02
24,270,R10b,4.10e+02,1.96e-05,1.19e-02
25,270,R29r,2.11e+02,1.68e-05,5.24e-03
26,270,R93,9.97e+01,9.29e-06,1.37e-03
27,270,R8r,2.11e+02,8.66e-05,2.70e-02
28,270,R12r,1.36e+03,1.31e-07,2.64e-04
29,270,R11r,1.34e+02,3.43e-05,6.81e-03
30,270,R95,1.00e+02,9.03e-05,1.34e-02
31,270,R70,9.95e+01,6.74e-07,9.93e-05
0,273,R54ra,3.51e-01,6.95e+00,5.80e-01
1,273,R22,3.59e+02,1.71e-06,1.46e-04
2,273,R21,3.77e+01,6.97e-03,6.24e-02
3,273,R54rb,3.24e+02,1.31e-04,1.01e-02
4,273,R3,1.15e+02,1.09e-03,2.97e-02
5,273,R27,7.81e+01,5.78e-03,1.07e-01
6,273,R7rb,3.90e+02,2.11e-04,1.96e-02
