,efm,reaction,kcat,dq/dk,dlogq/dlogk
24,102,R29r,2.11e+02,1.01e-06,4.88e-04
25,102,R93,9.97e+01,9.29e-06,2.12e-03
26,102,R8r,2.11e+02,7.86e-05,3.80e-02
27,102,R12r,1.36e+03,1.68e-08,5.24e-05
28,102,R11r,1.34e+02,3.81e-07,1.17e-04
29,102,R95,1.00e+02,4.58e-06,1.05e-03
30,102,R70,9.95e+01,1.68e-06,3.82e-04
0,1022,R22,3.59e+02,5.69e-05,1.33e-02
1,1022,R21,3.77e+01,1.59e-03,3.92e-02
2,1022,R26r,8.92e+01,1.81e-04,1.06e-02
3,1022,R3,1.15e+02,5.71e-06,4.28e-04
4,1022,R27,7.81e+01,1.10e-02,5.60e-01
5,1022,RR9,1.32e+01,8.27e-03,7.16e-02
6,1022,R7rb,3.90e+02,4.21e-05,1.07e-02
7,1022,R25,1.51e+02,4.04e-04,3.98e-02
8,1022,R24,1.08e+02,1.86e-04,1.32e-02
9,1022,R23r,3.26e+01,7.20e-04,1.53e-02
10,1022,R10c,1.10e+02,8.37e-06,6.02e-04
11,1022,R41,7.59e+01,3.06e-04,1.52e-02
12,1022,R40,1.23e+02,3.70e-04,2.97e-02
13,1022,R6r,7.84e+03,2.75e-08,1.41e-04
14,1022,R5r,7.99e+00,7.88e-05,4.11e-04
15,1022,R14r,1.67e+01,2.71e-04,2.96e-03
16,1022,R28r,2.82e+02,2.58e-05,4.74e-03
17,1022,R27b,1.79e+02,6.72e-04,7.87e-02
18,1022,R7ra,2.33e+02,1.59e-04,2.42e-02
19,1022,R7rc,5.31e+01,7.58e-05,2.63e-03
20,1022,R13r,4.64e+01,8.12e-06,2.46e-04
21,1022,R61r,7.99e+01,7.68e-04,4.00e-02
22,1022,R10a,2.41e+02,2.73e-05,4.30e-03
23,1022,R1,1.04e+02,1.84e-04,1.25e-02
24,1022,R10b,4.10e+02,1.30e-05,3.49e-03
25,1022,R60,2.47e+02,2.10e-05,3.39e-03
26,1022,R93,9.97e+01,9.29e-06,6.05e-04
27,1022,R8r,2.11e+02,1.57e-05,2.16e-03
28,1022,R12r,1.36e+03,3.73e-08,3.32e-05
29,1022,R11r,1.34e+02,7.17e-07,6.27e-05
30,1022,R70,9.95e+01,1.61e-06,1.04e-04
0,1025,R22,3.59e+02,1.30e-05,1.70e-02
1,1025,R21,3.77e+01,9.26e-04,1.27e-01
2,1025,R26r,8.92e+01,8.08e-05,2.61e-02
3,1025,R3,1.15e+02,3.56e-06,1.49e-03
4,1025,R27,7.81e+01,8.84e-04,2.51e-01
5,1025,RR9,1.32e+01,2.59e-03,1.24e-01
6,1025,R80,4.00e+06,3.48e-09,5.05e-02
7,1025,R7rb,3.90e+02,3.04e-06,4.30e-03
8,1025,R25,1.51e+02,1.61e-04,8.78e-02
9,1025,R24,1.08e+02,2.65e-05,1.04e-02
10,1025,R23r,3.26e+01,2.98e-04,3.52e-02
11,1025,R10c,1.10e+02,3.19e-06,1.28e-03
12,1025,R41,7.59e+01,1.01e-04,2.77e-02
13,1025,R40,1.23e+02,9.78e-05,4.37e-02
14,1025,R6r,7.84e+03,2.15e-08,6.12e-04
15,1025,R5r,7.99e+00,6.68e-05,1.93e-03
16,1025,R14r,1.67e+01,2.37e-04,1.44e-02
17,1025,R28r,2.82e+02,1.31e-05,1.34e-02
18,1025,R7ra,2.33e+02,4.81e-05,4.07e-02
19,1025,R7rc,5.31e+01,3.33e-05,6.42e-03
20,1025,R13r,4.64e+01,2.96e-06,4.97e-04
21,1025,R61r,7.99e+01,2.04e-04,5.91e-02
22,1025,R10a,2.41e+02,7.80e-06,6.82e-03
23,1025,R1,1.04e+02,8.01e-05,3.02e-02
24,1025,R10b,4.10e+02,3.27e-06,4.86e-03
25,1025,R60,2.47e+02,6.47e-06,5.81e-03
26,1025,R93,9.97e+01,9.29e-06,3.36e-03
27,1025,R8r,2.11e+02,5.32e-06,4.07e-03
28,1025,R12r,1.36e+03,1.12e-08,5.54e-05
29,1025,R11r,1.34e+02,2.15e-07,1.05e-04
30,1025,R70,9.95e+01,2.17e-06,7.84e-04
0,1028,R22,3.59e+02,6.61e-05,2.10e-02
1,1028,R21,3.77e+01,1.23e-03,4.11e-02
2,1028,R26r,8.92e+01,1.50e-04,1.18e-02
3,1028,R3,1.15e+02,7.33e-06,7.47e-04
4,1028,R27,7.81e+01,8.17e-03,5.66e-01
5,1028,RR9,1.32e+01,4.59e-03,5.39e-02
6,1028,R7rb,3.90e+02,2.58e-05,8.92e-03
7,1028,R25,1.51e+02,3.36e-04,4.48e-02
8,1028,R24,1.08e+02,1.62e-04,1.56e-02
9,1028,R23r,3.26e+01,6.80e-04,1.96e-02
10,1028,R10c,1.10e+02,6.15e-06,6.00e-04
11,1028,R40,1.23e+02,5.14e-05,5.61e-03
12,1028,R6r,7.84e+03,3.19e-08,2.21e-04
13,1028,R5r,7.99e+00,8.62e-05,6.10e-04
14,1028,R14r,1.67e+01,4.02e-04,5.97e-03
15,1028,R28r,2.82e+02,2.35e-05,5.86e-03
16,1028,R27b,1.79e+02,4.98e-04,7.92e-02
17,1028,R7ra,2.33e+02,1.40e-04,2.89e-02
18,1028,R7rc,5.31e+01,4.51e-05,2.12e-03
19,1028,R13r,4.64e+01,6.21e-06,2.55e-04
20,1028,R61r,7.99e+01,6.51e-04,4.61e-02
21,1028,R10a,2.41e+02,2.54e-05,5.43e-03
22,1028,R1,1.04e+02,2.24e-04,2.07e-02
23,1028,R10b,4.10e+02,1.20e-05,4.34e-03
24,1028,R60,2.47e+02,1.98e-05,4.34e-03
25,1028,R29r,2.11e+02,1.94e-05,3.62e-03
26,1028,R93,9.97e+01,9.29e-06,8.21e-04
27,1028,R8r,2.11e+02,7.92e-06,1.48e-03
28,1028,R12r,1.36e+03,2.90e-08,3.51e-05
29,1028,R11r,1.34e+02,5.54e-07,6.57e-05
30,1028,R70,9.95e+01,2.60e-06,2.29e-04
0,103,R22,3.59e+02,3.18e-06,2.20e-03
1,103,R21,3.77e+01,7.74e-04,5.63e-02
2,103,R27,7.81e+01,4.35e-04,6.55e-02
3,103,RR9,1.32e+01,3.50e-03,8.94e-02
4,103,R7rb,3.90e+02,5.28e-05,3.97e-02
5,103,R24,1.08e+02,4.64e-06,9.70e-04
6,103,R23r,3.26e+01,4.24e-05,2.66e-03
7,103,R10c,1.10e+02,9.52e-07,2.02e-04
8,103,R40,1.23e+02,4.15e-05,9.85e-03
9,103,R6r,7.84e+03,4.72e-09,7.13e-05
10,103,R5r,7.99e+00,6.56e-06,1.01e-04
11,103,R15r,7.53e+01,7.25e-06,1.05e-03
12,103,R4,2.54e+01,5.87e-06,2.88e-04
13,103,R28r,2.82e+02,1.68e-06,9.15e-04
14,103,R27b,1.79e+02,1.38e-04,4.76e-02
15,103,R7ra,2.33e+02,2.04e-04,9.15e-02
16,103,R7rc,5.31e+01,4.61e-04,4.72e-02
17,103,R61r,7.99e+01,8.72e-04,1.34e-01
18,103,R10a,2.41e+02,7.71e-05,3.58e-02
19,103,R1,1.04e+02,8.72e-04,1.75e-01
20,103,R10b,4.10e+02,3.11e-05,2.45e-02
21,103,R60,2.47e+02,6.92e-05,3.30e-02
22,103,R94,1.00e+02,3.21e-04,6.20e-02
23,103,R53r,1.39e+02,1.64e-04,4.41e-02
24,103,R29r,2.11e+02,6.73e-07,2.74e-04
25,103,R93,9.97e+01,9.29e-06,1.79e-03
26,103,R8r,2.11e+02,8.16e-05,3.32e-02
27,103,R12r,1.36e+03,1.64e-08,4.30e-05
28,103,R11r,1.34e+02,3.72e-07,9.62e-05
29,103,R95,1.00e+02,2.51e-06,4.84e-04
30,103,R70,9.95e+01,1.76e-06,3.38e-04
0,1034,R22,3.59e+02,1.73e-05,2.78e-02
1,1034,R21,3.77e+01,8.15e-04,1.37e-01
2,1034,R26r,8.92e+01,6.36e-05,2.54e-02
3,1034,R3,1.15e+02,4.27e-06,2.19e-03
4,1034,R27,7.81e+01,7.25e-04,2.53e-01
5,1034,RR9,1.32e+01,1.27e-03,7.50e-02
6,1034,R80,4.00e+06,3.83e-09,6.85e-02
7,1034,R7rb,3.90e+02,1.89e-06,3.29e-03
8,1034,R25,1.51e+02,1.36e-04,9.13e-02
9,1034,R24,1.08e+02,2.55e-05,1.23e-02
10,1034,R23r,3.26e+01,3.09e-04,4.51e-02
11,1034,R10c,1.10e+02,3.23e-06,1.59e-03
12,1034,R40,1.23e+02,2.33e-05,1.28e-02
13,1034,R6r,7.84e+03,2.37e-08,8.31e-04
14,1034,R5r,7.99e+00,7.11e-05,2.54e-03
15,1034,R14r,1.67e+01,2.54e-04,1.90e-02
16,1034,R28r,2.82e+02,1.03e-05,1.30e-02
17,1034,R7ra,2.33e+02,4.50e-05,4.69e-02
18,1034,R7rc,5.31e+01,2.64e-05,6.28e-03
19,1034,R13r,4.64e+01,3.00e-06,6.22e-04
20,1034,R61r,7.99e+01,1.90e-04,6.78e-02
21,1034,R10a,2.41e+02,8.27e-06,8.90e-03
22,1034,R1,1.04e+02,9.05e-05,4.20e-02
23,1034,R10b,4.10e+02,3.58e-06,6.55e-03
24,1034,R60,2.47e+02,6.85e-06,7.58e-03
25,1034,R29r,2.11e+02,1.31e-05,1.23e-02
26,1034,R93,9.97e+01,9.29e-06,4.14e-03
27,1034,R8r,2.11e+02,3.72e-06,3.50e-03
28,1034,R12r,1.36e+03,1.16e-08,7.05e-05
29,1034,R11r,1.34e+02,2.22e-07,1.33e-04
30,1034,R70,9.95e+01,4.57e-06,2.03e-03
0,1041,R22,3.59e+02,1.03e-05,1.91e-02
1,1041,R21,3.77e+01,9.81e-04,1.90e-01
2,1041,R26r,8.92e+01,5.15e-05,2.36e-02
3,1041,R3,1.15e+02,2.54e-06,1.50e-03
4,1041,RR9,1.32e+01,2.10e-03,1.43e-01
5,1041,R80,4.00e+06,3.78e-09,7.78e-02
6,1041,R7rb,3.90e+02,7.10e-06,1.42e-02
7,1041,R25,1.51e+02,1.38e-04,1.07e-01
8,1041,R24,1.08e+02,2.33e-05,1.30e-02
9,1041,R23r,3.26e+01,2.84e-04,4.77e-02
10,1041,R10c,1.10e+02,3.08e-06,1.74e-03
11,1041,R40,1.23e+02,7.06e-05,4.48e-02
12,1041,R6r,7.84e+03,1.77e-08,7.14e-04
13,1041,R5r,7.99e+00,5.96e-05,2.45e-03
14,1041,R14r,1.67e+01,1.71e-04,1.47e-02
15,1041,R7ra,2.33e+02,5.91e-05,7.09e-02
16,1041,R7rc,5.31e+01,6.43e-05,1.76e-02
17,1041,R13r,4.64e+01,2.81e-06,6.71e-04
18,1041,R61r,7.99e+01,2.40e-04,9.87e-02
19,1041,R10a,2.41e+02,8.84e-06,1.10e-02
20,1041,R1,1.04e+02,9.75e-05,5.21e-02
21,1041,R10b,4.10e+02,3.36e-06,7.08e-03
22,1041,R60,2.47e+02,7.42e-06,9.45e-03
23,1041,R93,9.97e+01,9.29e-06,4.76e-03
24,1041,R8r,2.11e+02,1.18e-05,1.28e-02
25,1041,R12r,1.36e+03,9.95e-09,6.97e-05
26,1041,R11r,1.34e+02,1.94e-07,1.33e-04
27,1041,R95,1.00e+02,2.33e-05,1.20e-02
28,1041,R70,9.95e+01,2.16e-06,1.10e-03
0,1049,R91,1.00e+02,4.13e-05,4.82e-03
1,1049,R55b,5.88e+01,1.60e-04,1.10e-02
2,1049,R55a,9.13e+01,1.67e-04,1.77e-02
3,1049,R22,3.59e+02,4.24e-06,1.78e-03
4,1049,R21,3.77e+01,2.29e-03,1.01e-01
5,1049,R3,1.15e+02,7.47e-06,1.00e-03
6,1049,R27,7.81e+01,5.87e-03,5.34e-01
7,1049,RR9,1.32e+01,2.88e-03,4.45e-02
8,1049,R7rb,3.90e+02,4.35e-05,1.98e-02
9,1049,R24,1.08e+02,1.06e-05,1.34e-03
10,1049,R23r,3.26e+01,4.31e-05,1.64e-03
11,1049,R10c,1.10e+02,1.06e-05,1.36e-03
12,1049,R40,1.23e+02,4.10e-05,5.89e-03
13,1049,R6r,7.84e+03,3.04e-08,2.78e-04
14,1049,R5r,7.99e+00,8.72e-05,8.12e-04
15,1049,R14r,1.67e+01,1.55e-04,3.03e-03
16,1049,R27b,1.79e+02,3.89e-04,8.13e-02
17,1049,R7ra,2.33e+02,1.40e-04,3.81e-02
18,1049,R7rc,5.31e+01,9.34e-05,5.79e-03
19,1049,R13r,4.64e+01,9.22e-06,4.99e-04
20,1049,R61r,7.99e+01,6.66e-04,6.20e-02
21,1049,R10a,2.41e+02,3.45e-05,9.71e-03
22,1049,R1,1.04e+02,2.57e-04,3.11e-02
23,1049,R10b,4.10e+02,1.63e-05,7.80e-03
24,1049,R60,2.47e+02,2.62e-05,7.57e-03
25,1049,R93,9.97e+01,9.29e-06,1.08e-03
26,1049,R8r,2.11e+02,1.86e-05,4.57e-03
27,1049,R12r,1.36e+03,4.39e-08,6.96e-05
28,1049,R11r,1.34e+02,8.54e-07,1.33e-04
29,1049,R70,9.95e+01,2.13e-06,2.47e-04
0,105,R54ra,3.51e-01,7.55e-01,2.45e-01
1,105,R22,3.59e+02,1.23e-06,4.09e-04
2,105,R21,3.77e+01,4.23e-03,1.47e-01
3,105,R54rb,3.24e+02,4.89e-05,1.46e-02
4,105,RR9,1.32e+01,2.84e-03,3.48e-02
5,105,R7rb,3.90e+02,1.24e-04,4.48e-02
6,105,R24,1.08e+02,3.44e-06,3.45e-04
7,105,R23r,3.26e+01,2.58e-05,7.77e-04
8,105,R10c,1.10e+02,1.01e-06,1.03e-04
9,105,R40,1.23e+02,5.07e-05,5.77e-03
10,105,R6r,7.84e+03,6.22e-09,4.50e-05
11,105,R5r,7.99e+00,8.83e-06,6.52e-05
12,105,R15r,7.53e+01,1.13e-05,7.86e-04
13,105,R4,2.54e+01,6.68e-06,1.57e-04
14,105,R28r,2.82e+02,2.28e-06,5.92e-04
15,105,R27b,1.79e+02,8.45e-06,1.40e-03
16,105,R7ra,2.33e+02,4.26e-04,9.17e-02
17,105,R7rc,5.31e+01,6.14e-04,3.02e-02
18,105,R61r,7.99e+01,2.00e-03,1.48e-01
19,105,R10a,2.41e+02,1.13e-04,2.52e-02
20,105,R1,1.04e+02,1.02e-03,9.78e-02
21,105,R10b,4.10e+02,5.01e-05,1.90e-02
22,105,R60,2.47e+02,1.01e-04,2.32e-02
23,105,R94,1.00e+02,3.04e-04,2.81e-02
24,105,R53r,1.39e+02,1.11e-04,1.43e-02
25,105,R29r,2.11e+02,6.73e-07,1.31e-04
26,105,R93,9.97e+01,9.29e-06,8.56e-04
27,105,R8r,2.11e+02,1.23e-04,2.40e-02
28,105,R12r,1.36e+03,2.14e-08,2.69e-05
29,105,R11r,1.34e+02,4.24e-07,5.25e-05
30,105,R95,1.00e+02,5.49e-06,5.08e-04
31,105,R70,9.95e+01,1.47e-06,1.35e-04
0,1059,R54ra,3.51e-01,4.86e+01,7.42e-01
1,1059,R22,3.59e+02,2.20e-06,3.43e-05
2,1059,R21,3.77e+01,6.32e-02,1.04e-01
3,1059,R54rb,3.24e+02,1.08e-03,1.53e-02
4,1059,R3,1.15e+02,7.67e-06,3.83e-05
5,1059,RR9,1.32e+01,5.30e-03,3.05e-03
6,1059,R7rb,3.90e+02,1.17e-03,1.98e-02
7,1059,R24,1.08e+02,7.18e-06,3.38e-05
8,1059,R23r,3.26e+01,3.07e-05,4.35e-05
9,1059,R10c,1.10e+02,1.92e-05,9.18e-05
10,1059,R40,1.23e+02,8.38e-05,4.49e-04
11,1059,R6r,7.84e+03,3.22e-08,1.10e-05
12,1059,R5r,7.99e+00,8.80e-05,3.06e-05
13,1059,R14r,1.67e+01,3.34e-04,2.43e-04
14,1059,R28r,2.82e+02,2.79e-06,3.42e-05
15,1059,R27b,1.79e+02,9.17e-06,7.15e-05
16,1059,R7ra,2.33e+02,3.38e-03,3.43e-02
17,1059,R7rc,5.31e+01,1.01e-03,2.33e-03
18,1059,R13r,4.64e+01,1.64e-05,3.31e-05
19,1059,R61r,7.99e+01,1.69e-02,5.86e-02
20,1059,R10a,2.41e+02,3.75e-04,3.93e-03
21,1059,R1,1.04e+02,1.76e-03,7.95e-03
22,1059,R10b,4.10e+02,1.69e-04,3.01e-03
23,1059,R60,2.47e+02,2.89e-04,3.11e-03
24,1059,R29r,2.11e+02,4.32e-07,3.96e-06
25,1059,R93,9.97e+01,9.29e-06,4.03e-05
26,1059,R8r,2.11e+02,2.40e-04,2.20e-03
27,1059,R12r,1.36e+03,6.60e-08,3.91e-06
28,1059,R11r,1.34e+02,1.23e-06,7.18e-06
29,1059,R95,1.00e+02,6.88e-06,2.99e-05
30,1059,R70,9.95e+01,2.58e-06,1.12e-05
0,106,R22,3.59e+02,2.41e-06,1.84e-03
1,106,R21,3.77e+01,7.58e-04,6.08e-02
2,106,RR9,1.32e+01,3.08e-03,8.69e-02
3,106,R7rb,3.90e+02,4.99e-05,4.14e-02
4,106,R24,1.08e+02,3.10e-06,7.15e-04
5,106,R23r,3.26e+01,3.75e-05,2.60e-03
6,106,R10c,1.10e+02,9.41e-07,2.20e-04
7,106,R40,1.23e+02,4.87e-05,1.28e-02
8,106,R6r,7.84e+03,4.89e-09,8.16e-05
9,106,R5r,7.99e+00,6.83e-06,1.16e-04
10,106,R15r,7.53e+01,7.67e-06,1.23e-03
11,106,R4,2.54e+01,5.97e-06,3.22e-04
12,106,R28r,2.82e+02,3.52e-06,2.11e-03
13,106,R27b,1.79e+02,3.11e-05,1.19e-02
14,106,R7ra,2.33e+02,2.11e-04,1.04e-01
15,106,R7rc,5.31e+01,4.82e-04,5.45e-02
16,106,R61r,7.99e+01,8.72e-04,1.48e-01
17,106,R10a,2.41e+02,7.09e-05,3.63e-02
18,106,R1,1.04e+02,8.35e-04,1.85e-01
19,106,R10b,4.10e+02,2.71e-05,2.36e-02
20,106,R60,2.47e+02,6.34e-05,3.34e-02
21,106,R94,1.00e+02,3.63e-04,7.72e-02
22,106,R53r,1.39e+02,2.42e-04,7.17e-02
23,106,R29r,2.11e+02,1.69e-06,7.58e-04
24,106,R93,9.97e+01,9.29e-06,1.97e-03
25,106,R8r,2.11e+02,8.51e-05,3.82e-02
26,106,R12r,1.36e+03,1.67e-08,4.83e-05
27,106,R11r,1.34e+02,3.79e-07,1.08e-04
28,106,R95,1.00e+02,7.75e-06,1.65e-03
29,106,R70,9.95e+01,1.68e-06,3.55e-04
0,1062,R22,3.59e+02,3.18e-06,2.06e-03
1,1062,R21,3.77e+01,6.46e-04,4.39e-02
2,1062,R3,1.15e+02,2.82e-06,5.84e-04
3,1062,R27,7.81e+01,5.89e-04,8.30e-02
4,1062,RR9,1.32e+01,3.62e-03,8.64e-02
5,1062,R7rb,3.90e+02,6.06e-05,4.26e-02
6,1062,R24,1.08e+02,4.70e-06,9.19e-04
7,1062,R23r,3.26e+01,4.23e-05,2.49e-03
8,1062,R10c,1.10e+02,3.69e-06,7.32e-04
9,1062,R40,1.23e+02,5.06e-05,1.12e-02
10,1062,R6r,7.84e+03,1.16e-07,1.63e-03
11,1062,R5r,7.99e+00,2.90e-04,4.17e-03
12,1062,R14r,1.67e+01,9.02e-05,2.72e-03
13,1062,R28r,2.82e+02,2.35e-06,1.20e-03
14,1062,R27b,1.79e+02,1.77e-04,5.73e-02
15,1062,R7ra,2.33e+02,2.69e-04,1.13e-01
16,1062,R7rc,5.31e+01,4.74e-04,4.54e-02
17,1062,R13r,4.64e+01,3.48e-06,2.91e-04
18,1062,R61r,7.99e+01,7.85e-04,1.13e-01
19,1062,R10a,2.41e+02,7.98e-05,3.46e-02
20,1062,R1,1.04e+02,8.94e-04,1.68e-01
21,1062,R10b,4.10e+02,3.26e-05,2.41e-02
22,1062,R60,2.47e+02,7.10e-05,3.17e-02
23,1062,R94,1.00e+02,3.13e-04,5.64e-02
24,1062,R53r,1.39e+02,1.50e-04,3.76e-02
25,1062,R29r,2.11e+02,9.64e-07,3.66e-04
26,1062,R93,9.97e+01,9.29e-06,1.67e-03
27,1062,R8r,2.11e+02,8.55e-05,3.25e-02
28,1062,R12r,1.36e+03,1.55e-08,3.80e-05
29,1062,R11r,1.34e+02,2.97e-07,7.17e-05
30,1062,R95,1.00e+02,3.43e-06,6.18e-04
31,1062,R70,9.95e+01,1.58e-06,2.83e-04
0,1066,R54ra,3.51e-01,1.02e+00,2.83e-01
1,1066,R22,3.59e+02,1.30e-06,3.67e-04
2,1066,R21,3.77e+01,4.92e-03,1.47e-01
3,1066,R54rb,3.24e+02,6.05e-05,1.55e-02
4,1066,R3,1.15e+02,3.64e-06,3.30e-04
5,1066,RR9,1.32e+01,3.07e-03,3.20e-02
6,1066,R7rb,3.90e+02,1.41e-04,4.35e-02
7,1066,R24,1.08e+02,3.62e-06,3.10e-04
8,1066,R23r,3.26e+01,2.62e-05,6.73e-04
9,1066,R10c,1.10e+02,5.60e-06,4.87e-04
10,1066,R40,1.23e+02,6.51e-05,6.33e-03
11,1066,R6r,7.84e+03,4.13e-08,2.55e-04
12,1066,R5r,7.99e+00,1.13e-04,7.12e-04
13,1066,R14r,1.67e+01,1.12e-04,1.48e-03
14,1066,R28r,2.82e+02,3.23e-06,7.18e-04
15,1066,R27b,1.79e+02,1.18e-05,1.67e-03
16,1066,R7ra,2.33e+02,4.84e-04,8.91e-02
17,1066,R7rc,5.31e+01,6.45e-04,2.71e-02
18,1066,R13r,4.64e+01,5.30e-06,1.94e-04
19,1066,R61r,7.99e+01,2.26e-03,1.42e-01
20,1066,R10a,2.41e+02,1.21e-04,2.31e-02
21,1066,R1,1.04e+02,1.06e-03,8.66e-02
22,1066,R10b,4.10e+02,5.43e-05,1.75e-02
23,1066,R60,2.47e+02,1.07e-04,2.09e-02
24,1066,R94,1.00e+02,3.04e-04,2.40e-02
25,1066,R53r,1.39e+02,1.09e-04,1.20e-02
26,1066,R29r,2.11e+02,9.46e-07,1.57e-04
27,1066,R93,9.97e+01,9.29e-06,7.31e-04
28,1066,R8r,2.11e+02,1.31e-04,2.18e-02
29,1066,R12r,1.36e+03,2.63e-08,2.83e-05
30,1066,R11r,1.34e+02,5.09e-07,5.38e-05
31,1066,R95,1.00e+02,7.80e-06,6.16e-04
32,1066,R70,9.95e+01,1.32e-06,1.04e-04
0,1067,R22,3.59e+02,2.30e-06,1.67e-03
1,1067,R21,3.77e+01,6.59e-04,5.04e-02
2,1067,R3,1.15e+02,2.17e-06,5.05e-04
3,1067,RR9,1.32e+01,3.21e-03,8.60e-02
4,1067,R7rb,3.90e+02,5.52e-05,4.36e-02
5,1067,R24,1.08e+02,2.97e-06,6.54e-04
6,1067,R23r,3.26e+01,3.66e-05,2.42e-03
7,1067,R10c,1.10e+02,3.24e-06,7.23e-04
8,1067,R40,1.23e+02,6.35e-05,1.59e-02
9,1067,R6r,7.84e+03,1.08e-07,1.71e-03
10,1067,R5r,7.99e+00,2.71e-04,4.38e-03
11,1067,R14r,1.67e+01,8.65e-05,2.94e-03
12,1067,R28r,2.82e+02,5.25e-06,3.00e-03
13,1067,R27b,1.79e+02,4.80e-05,1.74e-02
14,1067,R7ra,2.33e+02,2.70e-04,1.27e-01
15,1067,R7rc,5.31e+01,5.07e-04,5.46e-02
16,1067,R13r,4.64e+01,2.99e-06,2.81e-04
17,1067,R61r,7.99e+01,7.96e-04,1.29e-01
18,1067,R10a,2.41e+02,7.32e-05,3.57e-02
19,1067,R1,1.04e+02,8.59e-04,1.81e-01
20,1067,R10b,4.10e+02,2.82e-05,2.34e-02
21,1067,R60,2.47e+02,6.51e-05,3.26e-02
22,1067,R94,1.00e+02,3.63e-04,7.36e-02
23,1067,R53r,1.39e+02,2.36e-04,6.68e-02
24,1067,R29r,2.11e+02,2.60e-06,1.11e-03
25,1067,R93,9.97e+01,9.29e-06,1.88e-03
26,1067,R8r,2.11e+02,9.08e-05,3.88e-02
27,1067,R12r,1.36e+03,1.17e-08,3.22e-05
28,1067,R11r,1.34e+02,2.25e-07,6.12e-05
29,1067,R95,1.00e+02,1.14e-05,2.32e-03
30,1067,R70,9.95e+01,1.41e-06,2.85e-04
0,1069,R22,3.59e+02,2.23e-06,1.81e-03
1,1069,R21,3.77e+01,6.58e-04,5.61e-02
2,1069,R3,1.15e+02,2.22e-06,5.76e-04
3,1069,RR9,1.32e+01,2.53e-03,7.57e-02
4,1069,R80,4.00e+06,1.64e-10,1.48e-03
5,1069,R7rb,3.90e+02,4.85e-05,4.28e-02
6,1069,R24,1.08e+02,2.88e-06,7.07e-04
7,1069,R23r,3.26e+01,3.60e-05,2.66e-03
8,1069,R10c,1.10e+02,3.22e-06,8.04e-04
9,1069,R40,1.23e+02,4.38e-05,1.22e-02
10,1069,R6r,7.84e+03,1.01e-07,1.79e-03
11,1069,R5r,7.99e+00,2.55e-04,4.61e-03
12,1069,R14r,1.67e+01,8.74e-05,3.31e-03
13,1069,R28r,2.82e+02,3.00e-06,1.92e-03
14,1069,R27b,1.79e+02,2.88e-05,1.17e-02
15,1069,R7ra,2.33e+02,2.45e-04,1.29e-01
16,1069,R7rc,5.31e+01,4.55e-04,5.47e-02
17,1069,R13r,4.64e+01,2.97e-06,3.12e-04
18,1069,R61r,7.99e+01,7.22e-04,1.31e-01
19,1069,R10a,2.41e+02,6.65e-05,3.62e-02
20,1069,R1,1.04e+02,7.82e-04,1.84e-01
21,1069,R10b,4.10e+02,2.55e-05,2.37e-02
22,1069,R60,2.47e+02,5.90e-05,3.31e-02
23,1069,R94,1.00e+02,3.36e-04,7.60e-02
24,1069,R53r,1.39e+02,2.25e-04,7.10e-02
25,1069,R29r,2.11e+02,1.51e-06,7.18e-04
26,1069,R93,9.97e+01,9.29e-06,2.10e-03
27,1069,R8r,2.11e+02,8.07e-05,3.85e-02
28,1069,R12r,1.36e+03,1.15e-08,3.55e-05
29,1069,R11r,1.34e+02,2.23e-07,6.74e-05
30,1069,R95,1.00e+02,6.51e-06,1.47e-03
31,1069,R70,9.95e+01,1.42e-06,3.20e-04
0,1070,R54ra,3.51e-01,4.21e+01,7.42e-01
1,1070,R22,3.59e+02,1.55e-06,2.79e-05
2,1070,R21,3.77e+01,5.45e-02,1.03e-01
3,1070,R54rb,3.24e+02,9.33e-04,1.52e-02
4,1070,R3,1.15e+02,8.05e-06,4.65e-05
5,1070,R27,7.81e+01,5.27e-04,2.07e-03
6,1070,RR9,1.32e+01,3.73e-03,2.48e-03
7,1070,R7rb,3.90e+02,1.01e-03,1.98e-02
8,1070,R24,1.08e+02,5.60e-06,3.05e-05
9,1070,R23r,3.26e+01,2.72e-05,4.46e-05
10,1070,R10c,1.10e+02,1.98e-05,1.09e-04
11,1070,R40,1.23e+02,2.43e-05,1.50e-04
12,1070,R6r,7.84e+03,3.30e-08,1.30e-05
13,1070,R5r,7.99e+00,8.95e-05,3.59e-05
14,1070,R14r,1.67e+01,3.39e-04,2.85e-04
15,1070,R27b,1.79e+02,2.03e-05,1.82e-04
16,1070,R7ra,2.33e+02,2.92e-03,3.42e-02
17,1070,R7rc,5.31e+01,8.24e-04,2.20e-03
18,1070,R13r,4.64e+01,1.68e-05,3.92e-05
19,1070,R61r,7.99e+01,1.45e-02,5.81e-02
20,1070,R10a,2.41e+02,3.16e-04,3.83e-03
21,1070,R1,1.04e+02,1.47e-03,7.66e-03
22,1070,R10b,4.10e+02,1.43e-04,2.93e-03
23,1070,R60,2.47e+02,2.43e-04,3.02e-03
24,1070,R93,9.97e+01,9.29e-06,4.65e-05
25,1070,R8r,2.11e+02,1.94e-04,2.05e-03
26,1070,R12r,1.36e+03,6.69e-08,4.58e-06
27,1070,R11r,1.34e+02,1.26e-06,8.47e-06
28,1070,R70,9.95e+01,2.49e-06,1.25e-05
0,1071,R91,1.00e+02,2.60e-05,1.66e-02
1,1071,R55b,5.88e+01,1.01e-04,3.79e-02
