,efm,reaction,kcat,dq/dk,dlogq/dlogk
20,805,r10a,2.41e+02,1.67e-07,1.03e-04
21,805,r1,1.04e+02,1.44e-04,3.84e-02
22,805,r10b,4.10e+02,4.49e-08,4.70e-05
23,805,r94,1.00e+02,8.77e-06,2.24e-03
24,805,r53r,1.39e+02,3.09e-06,1.10e-03
25,805,r93,9.97e+01,8.03e-06,2.04e-03
26,805,r8r,2.11e+02,3.10e-05,1.67e-02
27,805,r12r,1.36e+03,2.13e-08,7.41e-05
28,805,r11r,1.34e+02,3.96e-07,1.35e-04
29,805,r70,9.95e+01,1.02e-06,2.59e-04
0,806,r91,1.00e+02,1.18e-06,2.17e-04
1,806,r55b,5.88e+01,3.88e-06,4.18e-04
2,806,r55a,9.13e+01,3.45e-06,5.76e-04
3,806,r22,3.59e+02,1.33e-05,8.73e-03
4,806,r21,3.77e+01,9.72e-04,6.71e-02
5,806,r26r,8.92e+01,5.61e-05,9.16e-03
6,806,r3,1.15e+02,4.04e-04,8.51e-02
7,806,r27,7.81e+01,2.31e-03,3.30e-01
8,806,r7rb,3.90e+02,4.72e-05,3.37e-02
9,806,r25,1.51e+02,1.69e-04,4.65e-02
10,806,r24,1.08e+02,4.32e-05,8.57e-03
11,806,r23r,3.26e+01,3.25e-04,1.94e-02
12,806,r10c,1.10e+02,8.75e-07,1.76e-04
13,806,r40,1.23e+02,7.89e-05,1.78e-02
14,806,r6r,7.84e+03,1.66e-06,2.37e-02
15,806,r5r,7.99e+00,4.58e-03,6.68e-02
16,806,r15r,7.53e+01,2.61e-05,3.60e-03
17,806,r2r,3.22e+02,2.25e-05,1.33e-02
18,806,r27b,1.79e+02,2.77e-04,9.09e-02
19,806,r7ra,2.33e+02,2.36e-04,1.01e-01
20,806,r7rc,5.31e+01,1.92e-04,1.87e-02
21,806,r10a,2.41e+02,1.53e-07,6.74e-05
22,806,r1,1.04e+02,1.87e-04,3.56e-02
23,806,r10b,4.10e+02,3.82e-08,2.86e-05
24,806,r93,9.97e+01,8.03e-06,1.46e-03
25,806,r8r,2.11e+02,4.05e-05,1.56e-02
26,806,r12r,1.36e+03,2.47e-08,6.16e-05
27,806,r11r,1.34e+02,4.42e-07,1.08e-04
28,806,r95,1.00e+02,1.11e-05,2.03e-03
29,806,r70,9.95e+01,1.18e-06,2.14e-04
0,807,r22,3.59e+02,2.28e-05,2.16e-02
1,807,r21,3.77e+01,6.65e-04,6.64e-02
2,807,r26r,8.92e+01,5.02e-05,1.19e-02
3,807,r3,1.15e+02,1.99e-04,6.07e-02
4,807,r27,7.81e+01,2.74e-04,5.68e-02
5,807,r9,5.13e+02,1.28e-07,1.73e-04
6,807,r80,7.10e+01,2.41e-03,4.52e-01
7,807,r7rb,3.90e+02,2.47e-05,2.56e-02
8,807,r25,1.51e+02,1.19e-04,4.73e-02
9,807,r24,1.08e+02,5.54e-05,1.59e-02
10,807,r23r,3.26e+01,2.80e-04,2.42e-02
11,807,r10c,1.10e+02,8.90e-07,2.60e-04
12,807,r40,1.23e+02,7.53e-06,2.46e-03
13,807,r6r,7.84e+03,7.91e-07,1.64e-02
14,807,r5r,7.99e+00,2.18e-03,4.62e-02
15,807,r15r,7.53e+01,2.41e-05,4.81e-03
16,807,r2r,3.22e+02,1.10e-05,9.36e-03
17,807,r28r,2.82e+02,8.23e-06,6.14e-03
18,807,r7ra,2.33e+02,1.10e-04,6.80e-02
19,807,r7rc,5.31e+01,9.32e-05,1.31e-02
20,807,r10a,2.41e+02,1.61e-07,1.03e-04
21,807,r1,1.04e+02,1.17e-04,3.22e-02
22,807,r10b,4.10e+02,4.20e-08,4.55e-05
23,807,r29r,2.11e+02,7.37e-06,4.11e-03
24,807,r93,9.97e+01,8.03e-06,2.12e-03
25,807,r8r,2.11e+02,2.00e-05,1.11e-02
26,807,r12r,1.36e+03,2.41e-08,8.69e-05
27,807,r11r,1.34e+02,4.32e-07,1.53e-04
28,807,r70,9.95e+01,1.12e-06,2.95e-04
0,808,r54ra,3.51e-01,3.43e-01,1.54e-01
1,808,r22,3.59e+02,1.10e-05,5.03e-03
2,808,r21,3.77e+01,1.99e-03,9.58e-02
3,808,r54rb,3.24e+02,2.04e-05,8.46e-03
4,808,r26r,8.92e+01,6.37e-05,7.26e-03
5,808,r3,1.15e+02,5.36e-04,7.87e-02
6,808,r27,7.81e+01,2.22e-03,2.22e-01
7,808,r7rb,3.90e+02,8.26e-05,4.12e-02
8,808,r25,1.51e+02,3.04e-04,5.85e-02
9,808,r24,1.08e+02,5.06e-05,7.01e-03
10,808,r23r,3.26e+01,3.26e-04,1.36e-02
11,808,r10c,1.10e+02,9.53e-07,1.34e-04
12,808,r40,1.23e+02,7.37e-05,1.16e-02
13,808,r6r,7.84e+03,1.88e-06,1.88e-02
14,808,r5r,7.99e+00,5.19e-03,5.29e-02
15,808,r15r,7.53e+01,1.67e-05,1.61e-03
16,808,r2r,3.22e+02,2.66e-05,1.10e-02
17,808,r27b,1.79e+02,1.92e-04,4.39e-02
18,808,r7ra,2.33e+02,2.55e-04,7.59e-02
19,808,r7rc,5.31e+01,2.83e-04,1.92e-02
20,808,r10a,2.41e+02,1.95e-07,6.01e-05
21,808,r1,1.04e+02,4.03e-04,5.35e-02
22,808,r10b,4.10e+02,5.78e-08,3.03e-05
23,808,r93,9.97e+01,8.03e-06,1.02e-03
24,808,r8r,2.11e+02,6.55e-05,1.76e-02
25,808,r12r,1.36e+03,2.16e-08,3.75e-05
26,808,r11r,1.34e+02,3.88e-07,6.65e-05
27,808,r95,1.00e+02,1.16e-05,1.48e-03
28,808,r70,9.95e+01,9.17e-07,1.17e-04
0,74,r91,1.00e+02,7.72e-05,8.90e-03
1,74,r55b,5.88e+01,3.21e-04,2.17e-02
2,74,r55a,9.13e+01,3.03e-04,3.19e-02
3,74,r22,3.59e+02,2.81e-06,1.16e-03
4,74,r21,3.77e+01,3.69e-03,1.60e-01
5,74,r27,7.81e+01,3.91e-03,3.51e-01
6,74,rr9,1.32e+01,5.85e-03,8.92e-02
7,74,r24,1.08e+02,7.56e-06,9.44e-04
8,74,r23r,3.26e+01,3.25e-05,1.22e-03
9,74,r40,1.23e+02,2.31e-05,3.27e-03
10,74,r6r,7.84e+03,1.45e-06,1.30e-02
11,74,r5r,7.99e+00,1.99e-03,1.83e-02
12,74,r15r,7.53e+01,1.02e-04,8.81e-03
13,74,r14r,1.67e+01,8.83e-05,1.70e-03
14,74,r2r,3.22e+02,1.43e-05,5.30e-03
15,74,r4,2.54e+01,8.87e-04,2.59e-02
16,74,r27b,1.79e+02,3.56e-04,7.34e-02
17,74,r13r,4.64e+01,4.94e-05,2.63e-03
18,74,r61r,7.99e+01,7.99e-04,7.34e-02
19,74,r10a,2.41e+02,9.20e-05,2.55e-02
20,74,r1,1.04e+02,3.00e-04,3.58e-02
21,74,r10b,4.10e+02,4.29e-05,2.02e-02
22,74,r60,2.47e+02,7.99e-05,2.28e-02
23,74,r93,9.97e+01,8.03e-06,9.21e-04
24,74,r12r,1.36e+03,3.42e-07,5.36e-04
25,74,r11r,1.34e+02,5.42e-06,8.35e-04
26,74,r70,9.95e+01,1.08e-05,1.24e-03
0,809,r54ra,3.51e-01,1.74e+01,7.15e-01
1,809,r22,3.59e+02,8.58e-07,3.60e-05
2,809,r21,3.77e+01,2.03e-02,8.92e-02
3,809,r54rb,3.24e+02,3.71e-04,1.40e-02
4,809,r3,1.15e+02,3.01e-03,4.04e-02
5,809,r9,5.13e+02,3.96e-06,2.38e-04
6,809,r7rb,3.90e+02,4.74e-04,2.16e-02
7,809,r24,1.08e+02,3.39e-06,4.29e-05
8,809,r23r,3.26e+01,2.06e-05,7.86e-05
9,809,r10c,1.10e+02,1.17e-06,1.50e-05
10,809,r40,1.23e+02,2.34e-05,3.37e-04
11,809,r6r,7.84e+03,7.53e-06,6.90e-03
12,809,r5r,7.99e+00,2.02e-02,1.89e-02
13,809,r15r,7.53e+01,1.00e-05,8.82e-05
14,809,r2r,3.22e+02,1.10e-04,4.15e-03
15,809,r28r,2.82e+02,1.71e-06,5.62e-05
16,809,r27b,1.79e+02,5.65e-06,1.18e-04
17,809,r7ra,2.33e+02,1.07e-03,2.93e-02
18,809,r7rc,5.31e+01,1.41e-03,8.76e-03
19,809,r10a,2.41e+02,3.16e-07,8.91e-06
20,809,r1,1.04e+02,3.46e-03,4.20e-02
21,809,r10b,4.10e+02,1.11e-07,5.32e-06
22,809,r29r,2.11e+02,9.79e-08,2.41e-06
23,809,r93,9.97e+01,8.03e-06,9.35e-05
24,809,r8r,2.11e+02,3.55e-04,8.74e-03
25,809,r12r,1.36e+03,2.25e-08,3.58e-06
26,809,r11r,1.34e+02,3.56e-07,5.58e-06
27,809,r95,1.00e+02,4.21e-06,4.92e-05
28,809,r70,9.95e+01,1.21e-06,1.41e-05
0,810,r91,1.00e+02,6.92e-06,1.91e-03
1,810,r55b,5.88e+01,2.46e-05,4.00e-03
2,810,r55a,9.13e+01,2.21e-05,5.57e-03
3,810,r22,3.59e+02,7.24e-06,7.17e-03
4,810,r21,3.77e+01,8.17e-04,8.50e-02
5,810,r26r,8.92e+01,2.59e-05,6.37e-03
6,810,r3,1.15e+02,2.09e-04,6.62e-02
7,810,r27,7.81e+01,1.60e-04,3.45e-02
8,810,r80,7.10e+01,2.32e-03,4.55e-01
9,810,r7rb,3.90e+02,2.94e-05,3.17e-02
10,810,r25,1.51e+02,6.37e-05,2.65e-02
11,810,r24,1.08e+02,2.30e-05,6.89e-03
12,810,r23r,3.26e+01,1.43e-04,1.29e-02
13,810,r10c,1.10e+02,9.08e-07,2.76e-04
14,810,r41,7.59e+01,3.40e-05,7.12e-03
15,810,r40,1.23e+02,4.15e-05,1.41e-02
16,810,r6r,7.84e+03,8.70e-07,1.88e-02
17,810,r5r,7.99e+00,2.49e-03,5.48e-02
18,810,r15r,7.53e+01,1.67e-05,3.48e-03
19,810,r2r,3.22e+02,1.22e-05,1.09e-02
20,810,r28r,2.82e+02,3.69e-06,2.87e-03
21,810,r7ra,2.33e+02,1.07e-04,6.88e-02
22,810,r7rc,5.31e+01,1.22e-04,1.80e-02
23,810,r10a,2.41e+02,1.70e-07,1.13e-04
24,810,r1,1.04e+02,1.35e-04,3.87e-02
25,810,r10b,4.10e+02,4.66e-08,5.27e-05
26,810,r93,9.97e+01,8.03e-06,2.21e-03
27,810,r8r,2.11e+02,2.70e-05,1.57e-02
28,810,r12r,1.36e+03,2.12e-08,7.98e-05
29,810,r11r,1.34e+02,3.93e-07,1.45e-04
30,810,r70,9.95e+01,1.00e-06,2.75e-04
0,811,r22,3.59e+02,1.26e-06,1.03e-03
1,811,r21,3.77e+01,3.49e-04,2.99e-02
2,811,r3,1.15e+02,4.37e-04,1.14e-01
3,811,r27,7.81e+01,2.18e-04,3.86e-02
4,811,r9,5.13e+02,2.31e-06,2.69e-03
5,811,r7rb,3.90e+02,5.68e-05,5.04e-02
6,811,r24,1.08e+02,1.94e-06,4.78e-04
7,811,r23r,3.26e+01,2.54e-05,1.88e-03
8,811,r10c,1.10e+02,8.41e-07,2.10e-04
9,811,r40,1.23e+02,2.66e-05,7.45e-03
10,811,r6r,7.84e+03,3.23e-06,5.75e-02
11,811,r5r,7.99e+00,1.02e-02,1.85e-01
12,811,r15r,7.53e+01,1.48e-05,2.53e-03
13,811,r2r,3.22e+02,3.72e-05,2.72e-02
14,811,r28r,2.82e+02,2.09e-06,1.34e-03
15,811,r27b,1.79e+02,1.11e-04,4.50e-02
16,811,r7ra,2.33e+02,3.34e-04,1.77e-01
17,811,r7rc,5.31e+01,4.45e-04,5.37e-02
18,811,r10a,2.41e+02,1.35e-07,7.38e-05
19,811,r1,1.04e+02,4.45e-04,1.05e-01
20,811,r10b,4.10e+02,2.95e-08,2.75e-05
21,811,r94,1.00e+02,1.25e-04,2.85e-02
22,811,r53r,1.39e+02,8.14e-05,2.58e-02
23,811,r29r,2.11e+02,1.11e-06,5.29e-04
24,811,r93,9.97e+01,8.03e-06,1.82e-03
25,811,r8r,2.11e+02,8.59e-05,4.11e-02
26,811,r12r,1.36e+03,2.02e-08,6.24e-05
27,811,r11r,1.34e+02,3.95e-07,1.20e-04
28,811,r95,1.00e+02,2.21e-06,5.02e-04
29,811,r70,9.95e+01,1.43e-06,3.23e-04
0,813,r22,3.59e+02,1.56e-06,1.22e-03
1,813,r21,3.77e+01,3.77e-04,3.10e-02
2,813,r3,1.15e+02,5.79e-04,1.45e-01
3,813,r9,5.13e+02,2.26e-06,2.53e-03
4,813,r80,7.10e+01,4.39e-04,6.78e-02
5,813,r7rb,3.90e+02,6.16e-05,5.24e-02
6,813,r24,1.08e+02,2.38e-06,5.63e-04
7,813,r23r,3.26e+01,2.78e-05,1.97e-03
8,813,r10c,1.10e+02,8.47e-07,2.03e-04
9,813,r40,1.23e+02,2.50e-05,6.73e-03
10,813,r6r,7.84e+03,3.28e-06,5.61e-02
11,813,r5r,7.99e+00,1.02e-02,1.78e-01
12,813,r15r,7.53e+01,1.51e-05,2.48e-03
13,813,r2r,3.22e+02,4.40e-05,3.09e-02
14,813,r28r,2.82e+02,1.58e-06,9.72e-04
15,813,r27b,1.79e+02,1.33e-05,5.20e-03
16,813,r7ra,2.33e+02,3.46e-04,1.76e-01
17,813,r7rc,5.31e+01,4.45e-04,5.15e-02
18,813,r10a,2.41e+02,1.38e-07,7.25e-05
19,813,r1,1.04e+02,4.48e-04,1.02e-01
20,813,r10b,4.10e+02,3.11e-08,2.77e-05
21,813,r94,1.00e+02,1.18e-04,2.57e-02
22,813,r53r,1.39e+02,6.20e-05,1.89e-02
23,813,r29r,2.11e+02,6.92e-07,3.18e-04
24,813,r93,9.97e+01,8.03e-06,1.74e-03
25,813,r8r,2.11e+02,8.66e-05,3.98e-02
26,813,r12r,1.36e+03,2.01e-08,5.97e-05
27,813,r11r,1.34e+02,3.93e-07,1.15e-04
28,813,r95,1.00e+02,3.58e-06,7.80e-04
29,813,r70,9.95e+01,1.42e-06,3.08e-04
0,814,r22,3.59e+02,1.38e-05,8.93e-03
1,814,r21,3.77e+01,9.48e-04,6.47e-02
2,814,r26r,8.92e+01,5.76e-05,9.31e-03
3,814,r3,1.15e+02,4.11e-04,8.56e-02
4,814,r27,7.81e+01,2.32e-03,3.28e-01
5,814,r7rb,3.90e+02,4.79e-05,3.39e-02
6,814,r25,1.51e+02,1.75e-04,4.76e-02
7,814,r24,1.08e+02,4.45e-05,8.75e-03
8,814,r23r,3.26e+01,3.35e-04,1.98e-02
9,814,r10c,1.10e+02,8.75e-07,1.74e-04
10,814,r40,1.23e+02,8.14e-05,1.82e-02
11,814,r6r,7.84e+03,1.69e-06,2.40e-02
12,814,r5r,7.99e+00,4.67e-03,6.75e-02
13,814,r15r,7.53e+01,2.61e-05,3.55e-03
14,814,r2r,3.22e+02,2.30e-05,1.34e-02
15,814,r27b,1.79e+02,2.80e-04,9.10e-02
16,814,r7ra,2.33e+02,2.40e-04,1.01e-01
17,814,r7rc,5.31e+01,1.96e-04,1.88e-02
18,814,r10a,2.41e+02,1.53e-07,6.66e-05
19,814,r1,1.04e+02,1.90e-04,3.57e-02
20,814,r10b,4.10e+02,3.81e-08,2.83e-05
21,814,r94,1.00e+02,1.13e-06,2.04e-04
22,814,r53r,1.39e+02,4.03e-07,1.02e-04
23,814,r93,9.97e+01,8.03e-06,1.45e-03
24,814,r8r,2.11e+02,4.12e-05,1.57e-02
25,814,r12r,1.36e+03,2.47e-08,6.09e-05
26,814,r11r,1.34e+02,4.42e-07,1.07e-04
27,814,r95,1.00e+02,1.15e-05,2.08e-03
28,814,r70,9.95e+01,1.18e-06,2.12e-04
0,815,r22,3.59e+02,1.06e-06,9.06e-04
1,815,r21,3.77e+01,3.22e-04,2.90e-02
2,815,r3,1.15e+02,3.38e-04,9.29e-02
3,815,r9,5.13e+02,2.37e-06,2.91e-03
4,815,r7rb,3.90e+02,5.70e-05,5.33e-02
5,815,r24,1.08e+02,1.70e-06,4.41e-04
6,815,r23r,3.26e+01,2.36e-05,1.84e-03
7,815,r10c,1.10e+02,8.38e-07,2.21e-04
8,815,r40,1.23e+02,3.95e-05,1.17e-02
9,815,r6r,7.84e+03,3.31e-06,6.21e-02
10,815,r5r,7.99e+00,1.05e-02,2.00e-01
11,815,r15r,7.53e+01,1.49e-05,2.69e-03
12,815,r2r,3.22e+02,3.16e-05,2.44e-02
13,815,r28r,2.82e+02,4.06e-06,2.74e-03
14,815,r27b,1.79e+02,7.18e-05,3.08e-02
15,815,r7ra,2.33e+02,3.45e-04,1.92e-01
16,815,r7rc,5.31e+01,4.60e-04,5.86e-02
17,815,r10a,2.41e+02,1.33e-07,7.70e-05
18,815,r1,1.04e+02,4.54e-04,1.13e-01
19,815,r10b,4.10e+02,2.88e-08,2.82e-05
20,815,r94,1.00e+02,1.34e-04,3.21e-02
21,815,r53r,1.39e+02,1.12e-04,3.73e-02
22,815,r29r,2.11e+02,2.37e-06,1.19e-03
23,815,r93,9.97e+01,8.03e-06,1.92e-03
24,815,r8r,2.11e+02,8.89e-05,4.49e-02
25,815,r12r,1.36e+03,2.06e-08,6.72e-05
26,815,r11r,1.34e+02,4.01e-07,1.29e-04
27,815,r95,1.00e+02,8.42e-06,2.02e-03
28,815,r70,9.95e+01,1.54e-06,3.67e-04
0,816,r54ra,3.51e-01,5.89e-01,2.28e-01
1,816,r22,3.59e+02,5.94e-07,2.36e-04
2,816,r21,3.77e+01,2.37e-03,9.87e-02
3,816,r54rb,3.24e+02,3.63e-05,1.30e-02
4,816,r3,1.15e+02,7.61e-04,9.66e-02
5,816,r9,5.13e+02,2.50e-06,1.42e-03
6,816,r7rb,3.90e+02,1.45e-04,6.23e-02
7,816,r24,1.08e+02,1.98e-06,2.37e-04
8,816,r23r,3.26e+01,1.89e-05,6.79e-04
9,816,r10c,1.10e+02,8.96e-07,1.09e-04
10,816,r40,1.23e+02,2.63e-05,3.58e-03
11,816,r6r,7.84e+03,4.30e-06,3.73e-02
12,816,r5r,7.99e+00,1.27e-02,1.12e-01
13,816,r15r,7.53e+01,1.25e-05,1.04e-03
14,816,r2r,3.22e+02,5.26e-05,1.87e-02
15,816,r28r,2.82e+02,1.96e-06,6.11e-04
16,816,r27b,1.79e+02,8.20e-06,1.63e-03
17,816,r7ra,2.33e+02,4.61e-04,1.19e-01
18,816,r7rc,5.31e+01,7.11e-04,4.18e-02
19,816,r10a,2.41e+02,1.64e-07,4.36e-05
20,816,r1,1.04e+02,9.25e-04,1.06e-01
21,816,r10b,4.10e+02,4.36e-08,1.97e-05
22,816,r94,1.00e+02,1.08e-04,1.19e-02
23,816,r53r,1.39e+02,3.77e-05,5.80e-03
24,816,r29r,2.11e+02,5.61e-07,1.31e-04
25,816,r93,9.97e+01,8.03e-06,8.84e-04
26,816,r8r,2.11e+02,1.59e-04,3.71e-02
27,816,r12r,1.36e+03,1.92e-08,2.88e-05
28,816,r11r,1.34e+02,3.70e-07,5.47e-05
29,816,r95,1.00e+02,4.75e-06,5.25e-04
30,816,r70,9.95e+01,1.08e-06,1.18e-04
0,823,r91,1.00e+02,2.81e-05,6.48e-03
1,823,r55b,5.88e+01,9.37e-05,1.27e-02
2,823,r55a,9.13e+01,8.28e-05,1.74e-02
3,823,r22,3.59e+02,9.53e-07,7.87e-04
4,823,r21,3.77e+01,1.41e-03,1.22e-01
5,823,r3,1.15e+02,3.38e-04,8.95e-02
6,823,r27,7.81e+01,1.69e-03,3.04e-01
7,823,r9,5.13e+02,4.91e-07,5.81e-04
8,823,r7rb,3.90e+02,4.10e-05,3.69e-02
9,823,r24,1.08e+02,2.46e-06,6.14e-04
10,823,r23r,3.26e+01,2.20e-05,1.65e-03
11,823,r10c,1.10e+02,8.79e-07,2.23e-04
12,823,r40,1.23e+02,9.84e-06,2.79e-03
13,823,r6r,7.84e+03,1.44e-06,2.59e-02
14,823,r5r,7.99e+00,4.04e-03,7.44e-02
15,823,r15r,7.53e+01,2.27e-05,3.93e-03
16,823,r2r,3.22e+02,1.97e-05,1.46e-02
17,823,r27b,1.79e+02,2.16e-04,8.92e-02
18,823,r7ra,2.33e+02,1.93e-04,1.04e-01
19,823,r7rc,5.31e+01,1.76e-04,2.16e-02
20,823,r10a,2.41e+02,1.55e-07,8.58e-05
21,823,r1,1.04e+02,2.09e-04,5.01e-02
22,823,r10b,4.10e+02,3.91e-08,3.69e-05
23,823,r93,9.97e+01,8.03e-06,1.84e-03
24,823,r8r,2.11e+02,3.73e-05,1.81e-02
25,823,r12r,1.36e+03,2.35e-08,7.36e-05
26,823,r11r,1.34e+02,4.27e-07,1.32e-04
27,823,r70,9.95e+01,1.36e-06,3.12e-04
0,826,r91,1.00e+02,2.01e-05,5.46e-03
1,826,r55b,5.88e+01,7.36e-05,1.17e-02
2,826,r55a,9.13e+01,6.51e-05,1.61e-02
3,826,r22,3.59e+02,1.75e-06,1.70e-03
4,826,r21,3.77e+01,1.10e-03,1.13e-01
5,826,r3,1.15e+02,2.50e-04,7.79e-02
6,826,r80,7.10e+01,2.24e-03,4.30e-01
7,826,r7rb,3.90e+02,3.61e-05,3.81e-02
8,826,r24,1.08e+02,3.97e-06,1.17e-03
9,826,r23r,3.26e+01,2.77e-05,2.45e-03
10,826,r10c,1.10e+02,9.08e-07,2.71e-04
11,826,r41,7.59e+01,1.68e-05,3.46e-03
12,826,r40,1.23e+02,3.88e-05,1.29e-02
13,826,r6r,7.84e+03,1.07e-06,2.28e-02
14,826,r5r,7.99e+00,3.11e-03,6.73e-02
15,826,r15r,7.53e+01,1.51e-05,3.08e-03
16,826,r2r,3.22e+02,1.51e-05,1.32e-02
17,826,r7ra,2.33e+02,1.26e-04,7.98e-02
18,826,r7rc,5.31e+01,1.58e-04,2.28e-02
19,826,r10a,2.41e+02,1.70e-07,1.11e-04
20,826,r1,1.04e+02,1.93e-04,5.42e-02
21,826,r10b,4.10e+02,4.65e-08,5.16e-05
22,826,r29r,2.11e+02,3.87e-07,2.21e-04
23,826,r93,9.97e+01,8.03e-06,2.17e-03
24,826,r8r,2.11e+02,3.49e-05,1.99e-02
25,826,r12r,1.36e+03,2.05e-08,7.55e-05
26,826,r11r,1.34e+02,3.84e-07,1.39e-04
27,826,r70,9.95e+01,1.34e-06,3.62e-04
0,829,r54ra,3.51e-01,3.30e+01,7.21e-01
1,829,r22,3.59e+02,1.34e-06,2.98e-05
2,829,r21,3.77e+01,3.81e-02,8.92e-02
3,829,r54rb,3.24e+02,6.99e-04,1.41e-02
4,829,r3,1.15e+02,5.25e-03,3.75e-02
5,829,r27,7.81e+01,1.30e-04,6.32e-04
6,829,r7rb,3.90e+02,8.36e-04,2.03e-02
7,829,r24,1.08e+02,4.60e-06,3.10e-05
8,829,r23r,3.26e+01,2.35e-05,4.77e-05
9,829,r10c,1.10e+02,1.17e-06,7.98e-06
10,829,r41,7.59e+01,9.27e-04,4.37e-03
11,829,r40,1.23e+02,3.05e-04,2.33e-03
12,829,r6r,7.84e+03,1.32e-05,6.42e-03
13,829,r5r,7.99e+00,3.53e-02,1.75e-02
14,829,r15r,7.53e+01,9.98e-06,4.67e-05
15,829,r2r,3.22e+02,1.92e-04,3.84e-03
16,829,r27b,1.79e+02,9.23e-06,1.03e-04
17,829,r7ra,2.33e+02,1.89e-03,2.74e-02
18,829,r7rc,5.31e+01,2.47e-03,8.14e-03
19,829,r10a,2.41e+02,3.15e-07,4.72e-06
20,829,r1,1.04e+02,6.03e-03,3.90e-02
21,829,r10b,4.10e+02,1.10e-07,2.80e-06
22,829,r29r,2.11e+02,4.07e-06,5.32e-05
23,829,r93,9.97e+01,8.03e-06,4.97e-05
24,829,r8r,2.11e+02,6.20e-04,8.12e-03
25,829,r12r,1.36e+03,2.20e-08,1.86e-06
26,829,r11r,1.34e+02,3.50e-07,2.91e-06
27,829,r70,9.95e+01,1.29e-06,7.99e-06
0,76,r91,1.00e+02,7.64e-05,8.91e-03
1,76,r55b,5.88e+01,3.12e-04,2.14e-02
2,76,r55a,9.13e+01,2.93e-04,3.11e-02
3,76,r22,3.59e+02,2.80e-06,1.17e-03
4,76,r21,3.77e+01,3.59e-03,1.58e-01
5,76,r27,7.81e+01,3.91e-03,3.56e-01
6,76,rr9,1.32e+01,5.79e-03,8.94e-02
7,76,r24,1.08e+02,7.47e-06,9.45e-04
8,76,r23r,3.26e+01,3.25e-05,1.24e-03
9,76,r10c,1.10e+02,9.49e-07,1.22e-04
10,76,r40,1.23e+02,2.36e-05,3.39e-03
11,76,r6r,7.84e+03,1.55e-06,1.41e-02
12,76,r5r,7.99e+00,2.11e-03,1.97e-02
13,76,r15r,7.53e+01,6.80e-05,5.97e-03
14,76,r2r,3.22e+02,1.61e-05,6.05e-03
15,76,r4,2.54e+01,8.78e-04,2.60e-02
16,76,r27b,1.79e+02,3.55e-04,7.43e-02
17,76,r61r,7.99e+01,7.64e-04,7.11e-02
18,76,r10a,2.41e+02,9.77e-05,2.75e-02
19,76,r1,1.04e+02,2.93e-04,3.55e-02
20,76,r10b,4.10e+02,4.59e-05,2.19e-02
21,76,r60,2.47e+02,8.46e-05,2.44e-02
22,76,r93,9.97e+01,8.03e-06,9.33e-04
23,76,r12r,1.36e+03,1.04e-07,1.65e-04
24,76,r11r,1.34e+02,1.22e-06,1.91e-04
25,76,r70,9.95e+01,4.98e-06,5.78e-04
0,831,r22,3.59e+02,1.61e-05,1.00e-02
1,831,r21,3.77e+01,9.58e-04,6.29e-02
2,831,r26r,8.92e+01,6.87e-05,1.07e-02
3,831,r3,1.15e+02,3.71e-04,7.43e-02
4,831,r27,7.81e+01,2.43e-03,3.31e-01
5,831,rr9,1.32e+01,6.61e-04,1.52e-02
6,831,r7rb,3.90e+02,4.72e-05,3.21e-02
7,831,r25,1.51e+02,1.88e-04,4.93e-02
8,831,r24,1.08e+02,5.26e-05,9.93e-03
9,831,r23r,3.26e+01,3.56e-04,2.02e-02
10,831,r40,1.23e+02,9.17e-05,1.97e-02
11,831,r6r,7.84e+03,1.58e-06,2.16e-02
12,831,r5r,7.99e+00,4.49e-03,6.24e-02
13,831,r15r,7.53e+01,3.25e-05,4.25e-03
14,831,r14r,1.67e+01,1.78e-05,5.17e-04
15,831,r2r,3.22e+02,2.21e-05,1.24e-02
16,831,r27b,1.79e+02,3.01e-04,9.39e-02
17,831,r7ra,2.33e+02,2.01e-04,8.17e-02
18,831,r7rc,5.31e+01,2.03e-04,1.88e-02
19,831,r13r,4.64e+01,1.24e-05,9.99e-04
20,831,r1,1.04e+02,2.66e-04,4.81e-02
21,831,r93,9.97e+01,8.03e-06,1.39e-03
22,831,r8r,2.11e+02,4.34e-05,1.59e-02
23,831,r12r,1.36e+03,7.15e-08,1.69e-04
24,831,r11r,1.34e+02,1.45e-06,3.39e-04
25,831,r95,1.00e+02,1.19e-05,2.07e-03
26,831,r70,9.95e+01,2.35e-06,4.07e-04
0,832,r22,3.59e+02,2.55e-05,1.60e-02
1,832,r21,3.77e+01,1.01e-03,6.65e-02
2,832,r26r,8.92e+01,7.57e-05,1.18e-02
3,832,r3,1.15e+02,4.17e-04,8.41e-02
4,832,r27,7.81e+01,2.35e-03,3.22e-01
5,832,r7rb,3.90e+02,4.01e-05,2.74e-02
6,832,r25,1.51e+02,2.00e-04,5.27e-02
7,832,r24,1.08e+02,6.12e-05,1.17e-02
8,832,r23r,3.26e+01,4.26e-04,2.44e-02
9,832,r40,1.23e+02,4.72e-05,1.02e-02
10,832,r6r,7.84e+03,1.69e-06,2.32e-02
11,832,r5r,7.99e+00,4.58e-03,6.42e-02
12,832,r15r,7.53e+01,5.12e-05,6.77e-03
13,832,r14r,1.67e+01,2.31e-05,6.78e-04
14,832,r2r,3.22e+02,2.30e-05,1.30e-02
