,efm,reaction,metabolite,dq/dKm,dlogq/dlogKm,dmu/dKm,dlogmu/dlogKm
11664,380,R27,fumarate,-1.14e+00,-8.11e-02,1.00e-01,2.05e-02
11665,380,R27,oxygen,6.30e-01,2.05e-01,-5.54e-02,-5.18e-02
11666,380,R27,succ,1.24e+00,8.21e-02,-1.09e-01,-2.08e-02
11667,382,R27,adp,1.78e-01,7.34e-02,-2.42e-02,-3.08e-02
11668,382,R27,atp,-1.79e+00,-5.40e-02,2.44e-01,2.26e-02
11669,382,R27,fumarate,-6.47e-01,-5.87e-02,8.81e-02,2.46e-02
11670,382,R27,oxygen,7.71e-01,3.19e-01,-1.05e-01,-1.34e-01
11671,382,R27,succ,6.97e-01,5.88e-02,-9.49e-02,-2.47e-02
11672,384,R27,adp,2.18e-01,7.66e-02,-2.21e-02,-1.85e-02
11673,384,R27,atp,-2.60e+00,-6.64e-02,2.63e-01,1.61e-02
11674,384,R27,fumarate,-8.93e-01,-6.88e-02,9.04e-02,1.67e-02
11675,384,R27,oxygen,5.53e-01,1.94e-01,-5.60e-02,-4.70e-02
11676,384,R27,succ,9.77e-01,7.00e-02,-9.89e-02,-1.69e-02
11677,385,R27,adp,1.33e-01,4.61e-02,-1.31e-02,-2.49e-03
11678,385,R27,atp,-1.79e+00,-4.50e-02,1.75e-01,2.43e-03
11679,385,R27,fumarate,-5.83e-01,-4.41e-02,5.72e-02,2.38e-03
11680,385,R27,oxygen,1.56e-01,5.41e-02,-1.54e-02,-2.92e-03
11681,385,R27,succ,6.44e-01,4.54e-02,-6.32e-02,-2.45e-03
11682,4,R27,adp,3.77e-01,8.42e-02,-1.64e-02,-4.93e-02
11683,4,R27,atp,-3.67e+00,-5.96e-02,1.59e-01,3.49e-02
11684,4,R27,fumarate,-1.23e+00,-6.01e-02,5.35e-02,3.52e-02
11685,4,R27,oxygen,1.87e+00,4.18e-01,-8.15e-02,-2.45e-01
11686,4,R27,succ,1.33e+00,6.06e-02,-5.80e-02,-3.55e-02
11687,423,R27,adp,2.59e-01,8.70e-02,-2.41e-02,-3.88e-02
11688,423,R27,atp,-2.82e+00,-6.88e-02,2.62e-01,3.07e-02
11689,423,R27,fumarate,-9.36e-01,-6.89e-02,8.71e-02,3.07e-02
11690,423,R27,oxygen,1.00e+00,3.36e-01,-9.33e-02,-1.50e-01
11691,423,R27,succ,1.11e+00,7.59e-02,-1.03e-01,-3.38e-02
11692,425,R27,adp,1.70e-02,3.45e-04,-6.80e-06,-8.26e-07
11693,425,R27,atp,-1.72e-01,-2.54e-04,6.87e-05,6.08e-07
11694,425,R27,fumarate,-5.81e-02,-2.58e-04,2.33e-05,6.19e-07
11695,425,R27,oxygen,8.04e-02,1.63e-03,-3.22e-05,-3.91e-06
11696,425,R27,succ,6.28e-02,2.60e-04,-2.51e-05,-6.23e-07
11697,429,R27,adp,1.72e-01,4.86e-02,-1.17e-02,-1.71e-02
11698,429,R27,atp,-1.64e+00,-3.37e-02,1.11e-01,1.18e-02
11699,429,R27,fumarate,-5.70e-01,-3.53e-02,3.87e-02,1.24e-02
11700,429,R27,oxygen,8.99e-01,2.54e-01,-6.11e-02,-8.94e-02
11701,429,R27,succ,6.80e-01,3.92e-02,-4.62e-02,-1.38e-02
11702,43,R27,adp,2.97e-01,6.76e-02,-1.34e-02,-3.35e-02
11703,43,R27,atp,-2.84e+00,-4.70e-02,1.28e-01,2.33e-02
11704,43,R27,fumarate,-9.56e-01,-4.76e-02,4.31e-02,2.36e-02
11705,43,R27,oxygen,1.56e+00,3.53e-01,-7.01e-02,-1.75e-01
11706,43,R27,succ,1.04e+00,4.80e-02,-4.67e-02,-2.38e-02
11707,432,R27,adp,1.99e-01,7.25e-02,-2.15e-02,-3.26e-02
11708,432,R27,atp,-1.91e+00,-5.05e-02,2.06e-01,2.27e-02
11709,432,R27,fumarate,-7.05e-01,-5.62e-02,7.59e-02,2.53e-02
11710,432,R27,oxygen,9.24e-01,3.36e-01,-9.96e-02,-1.51e-01
11711,432,R27,succ,8.12e-01,6.02e-02,-8.74e-02,-2.71e-02
11712,435,R27,adp,2.21e-01,7.75e-02,-2.23e-02,-3.47e-02
11713,435,R27,atp,-2.01e+00,-5.13e-02,2.03e-01,2.30e-02
11714,435,R27,fumarate,-8.09e-01,-6.22e-02,8.16e-02,2.79e-02
11715,435,R27,oxygen,9.57e-01,3.35e-01,-9.65e-02,-1.50e-01
11716,435,R27,succ,8.80e-01,6.29e-02,-8.88e-02,-2.82e-02
11717,436,R27,adp,2.13e-01,7.67e-02,-2.26e-02,-2.06e-02
11718,436,R27,atp,-2.48e+00,-6.52e-02,2.63e-01,1.75e-02
11719,436,R27,fumarate,-8.59e-01,-6.79e-02,9.11e-02,1.82e-02
11720,436,R27,oxygen,5.90e-01,2.13e-01,-6.26e-02,-5.71e-02
11721,436,R27,succ,9.40e-01,6.91e-02,-9.97e-02,-1.86e-02
11722,439,R27,adp,3.41e-01,9.86e-02,-2.41e-02,-4.86e-02
11723,439,R27,atp,-3.75e+00,-7.90e-02,2.65e-01,3.90e-02
11724,439,R27,fumarate,-1.25e+00,-7.94e-02,8.85e-02,3.91e-02
11725,439,R27,oxygen,1.28e+00,3.69e-01,-9.02e-02,-1.82e-01
11726,439,R27,succ,1.41e+00,8.34e-02,-9.99e-02,-4.11e-02
11727,442,R27,adp,2.02e-01,7.27e-02,-2.13e-02,-3.25e-02
11728,442,R27,atp,-1.95e+00,-5.10e-02,2.06e-01,2.28e-02
11729,442,R27,fumarate,-7.18e-01,-5.65e-02,7.57e-02,2.53e-02
11730,442,R27,oxygen,9.29e-01,3.34e-01,-9.80e-02,-1.49e-01
11731,442,R27,succ,8.26e-01,6.06e-02,-8.72e-02,-2.71e-02
11732,444,R27,adp,3.58e-02,5.34e-02,-3.97e-02,-9.05e-03
11733,444,R27,atp,-3.97e-01,-4.30e-02,4.40e-01,7.30e-03
11734,444,R27,fumarate,-9.57e-02,-3.12e-02,1.06e-01,5.30e-03
11735,444,R27,oxygen,1.12e-01,1.67e-01,-1.25e-01,-2.84e-02
11736,444,R27,succ,1.52e-01,4.62e-02,-1.69e-01,-7.83e-03
11737,450,R27,adp,1.77e-01,7.34e-02,-2.42e-02,-3.07e-02
11738,450,R27,atp,-1.79e+00,-5.40e-02,2.44e-01,2.26e-02
11739,450,R27,fumarate,-6.48e-01,-5.88e-02,8.82e-02,2.45e-02
11740,450,R27,oxygen,7.67e-01,3.18e-01,-1.05e-01,-1.33e-01
11741,450,R27,succ,6.98e-01,5.89e-02,-9.51e-02,-2.46e-02
11742,451,R27,adp,1.71e-01,5.66e-02,-1.55e-02,-4.69e-03
11743,451,R27,atp,-2.25e+00,-5.42e-02,2.04e-01,4.49e-03
11744,451,R27,fumarate,-7.54e-01,-5.46e-02,6.82e-02,4.52e-03
11745,451,R27,oxygen,2.34e-01,7.73e-02,-2.12e-02,-6.40e-03
11746,451,R27,succ,8.11e-01,5.46e-02,-7.34e-02,-4.53e-03
11747,457,R27,adp,1.97e-01,7.39e-02,-2.25e-02,-3.76e-02
11748,457,R27,atp,-1.55e+00,-4.25e-02,1.78e-01,2.16e-02
11749,457,R27,fumarate,-6.80e-01,-5.61e-02,7.80e-02,2.85e-02
11750,457,R27,oxygen,1.00e+00,3.77e-01,-1.15e-01,-1.92e-01
11751,457,R27,succ,7.39e-01,5.67e-02,-8.48e-02,-2.88e-02
11752,461,R27,adp,1.53e-01,2.34e-02,-3.25e-03,-4.69e-03
11753,461,R27,atp,-1.35e+00,-1.51e-02,2.87e-02,3.01e-03
11754,461,R27,fumarate,-4.88e-01,-1.64e-02,1.04e-02,3.28e-03
11755,461,R27,oxygen,9.08e-01,1.39e-01,-1.93e-02,-2.79e-02
11756,461,R27,succ,5.39e-01,1.68e-02,-1.15e-02,-3.37e-03
11757,463,R27,adp,1.88e-01,7.43e-02,-2.36e-02,-3.75e-02
11758,463,R27,atp,-1.50e+00,-4.30e-02,1.87e-01,2.17e-02
11759,463,R27,fumarate,-6.52e-01,-5.65e-02,8.17e-02,2.85e-02
11760,463,R27,oxygen,9.53e-01,3.77e-01,-1.19e-01,-1.90e-01
11761,463,R27,succ,7.09e-01,5.71e-02,-8.89e-02,-2.88e-02
11762,465,R27,adp,1.96e-01,7.19e-02,-2.15e-02,-3.38e-02
11763,465,R27,atp,-1.83e+00,-4.89e-02,2.01e-01,2.30e-02
11764,465,R27,fumarate,-6.83e-01,-5.49e-02,7.48e-02,2.59e-02
11765,465,R27,oxygen,9.55e-01,3.50e-01,-1.05e-01,-1.65e-01
11766,465,R27,succ,7.76e-01,5.81e-02,-8.50e-02,-2.73e-02
11767,468,R27,adp,1.77e-01,7.01e-02,-2.23e-02,-3.40e-02
11768,468,R27,atp,-1.59e+00,-4.59e-02,2.01e-01,2.23e-02
11769,468,R27,fumarate,-6.03e-01,-5.25e-02,7.63e-02,2.55e-02
11770,468,R27,oxygen,9.11e-01,3.62e-01,-1.15e-01,-1.76e-01
11771,468,R27,succ,6.83e-01,5.53e-02,-8.64e-02,-2.68e-02
11772,475,R27,adp,1.96e-02,3.37e-02,-2.66e-02,-5.20e-03
11773,475,R27,atp,-2.02e-01,-2.53e-02,2.74e-01,3.90e-03
11774,475,R27,fumarate,-6.39e-02,-2.41e-02,8.66e-02,3.71e-03
11775,475,R27,oxygen,8.92e-02,1.53e-01,-1.21e-01,-2.36e-02
11776,475,R27,succ,7.86e-02,2.76e-02,-1.07e-01,-4.25e-03
11777,478,R27,adp,3.35e-02,9.92e-03,-2.48e-03,-3.80e-04
11778,478,R27,atp,-3.86e-01,-8.34e-03,2.86e-02,3.19e-04
11779,478,R27,fumarate,-1.33e-01,-8.64e-03,9.85e-03,3.31e-04
11780,478,R27,oxygen,9.96e-02,2.95e-02,-7.38e-03,-1.13e-03
11781,478,R27,succ,1.46e-01,8.84e-03,-1.08e-02,-3.38e-04
11782,479,R27,adp,1.90e-02,3.36e-02,-2.67e-02,-5.11e-03
11783,479,R27,atp,-1.96e-01,-2.52e-02,2.75e-01,3.83e-03
11784,479,R27,fumarate,-6.13e-02,-2.38e-02,8.63e-02,3.61e-03
11785,479,R27,oxygen,8.64e-02,1.53e-01,-1.22e-01,-2.32e-02
11786,479,R27,succ,7.62e-02,2.75e-02,-1.07e-01,-4.18e-03
11787,485,R27,adp,1.45e-02,2.92e-04,-5.70e-06,-5.88e-07
11788,485,R27,atp,-1.47e-01,-2.15e-04,5.77e-05,4.34e-07
11789,485,R27,fumarate,-4.98e-02,-2.19e-04,1.95e-05,4.42e-07
11790,485,R27,oxygen,6.84e-02,1.37e-03,-2.68e-05,-2.77e-06
11791,485,R27,succ,5.38e-02,2.20e-04,-2.11e-05,-4.44e-07
11792,486,R27,adp,2.01e-02,3.13e-02,-2.38e-02,-4.37e-03
11793,486,R27,atp,-2.07e-01,-2.35e-02,2.45e-01,3.28e-03
11794,486,R27,fumarate,-5.36e-02,-1.83e-02,6.34e-02,2.55e-03
11795,486,R27,oxygen,8.67e-02,1.35e-01,-1.03e-01,-1.88e-02
11796,486,R27,succ,8.28e-02,2.63e-02,-9.79e-02,-3.67e-03
11797,487,R27,adp,1.54e-02,2.85e-02,-2.31e-02,-3.06e-03
11798,487,R27,atp,-1.65e-01,-2.22e-02,2.47e-01,2.38e-03
11799,487,R27,fumarate,-4.26e-02,-1.73e-02,6.39e-02,1.86e-03
11800,487,R27,oxygen,5.98e-02,1.11e-01,-8.98e-02,-1.19e-02
11801,487,R27,succ,6.57e-02,2.48e-02,-9.86e-02,-2.67e-03
11802,488,R27,adp,1.47e-02,2.79e-02,-2.27e-02,-1.28e-03
11803,488,R27,atp,-1.86e-01,-2.56e-02,2.87e-01,1.18e-03
11804,488,R27,fumarate,-5.53e-02,-2.29e-02,8.52e-02,1.05e-03
11805,488,R27,oxygen,2.84e-02,5.36e-02,-4.37e-02,-2.46e-03
11806,488,R27,succ,7.00e-02,2.70e-02,-1.08e-01,-1.24e-03
11807,497,R27,adp,1.01e-01,6.05e-02,-2.64e-02,-4.55e-03
11808,497,R27,atp,-1.34e+00,-5.85e-02,3.51e-01,4.40e-03
11809,497,R27,fumarate,-4.46e-01,-5.86e-02,1.17e-01,4.41e-03
11810,497,R27,oxygen,1.29e-01,7.71e-02,-3.37e-02,-5.80e-03
11811,497,R27,succ,4.82e-01,5.90e-02,-1.26e-01,-4.44e-03
11812,510,R27,adp,1.60e-01,7.42e-02,-2.67e-02,-3.09e-02
11813,510,R27,atp,-1.63e+00,-5.48e-02,2.71e-01,2.28e-02
11814,510,R27,fumarate,-5.85e-01,-5.94e-02,9.75e-02,2.47e-02
11815,510,R27,oxygen,6.91e-01,3.20e-01,-1.15e-01,-1.33e-01
11816,510,R27,succ,6.31e-01,5.96e-02,-1.05e-01,-2.48e-02
11817,515,R27,adp,3.41e-01,9.86e-02,-2.41e-02,-4.86e-02
11818,515,R27,atp,-3.76e+00,-7.91e-02,2.65e-01,3.89e-02
11819,515,R27,fumarate,-1.25e+00,-7.95e-02,8.86e-02,3.91e-02
11820,515,R27,oxygen,1.27e+00,3.68e-01,-9.00e-02,-1.81e-01
11821,515,R27,succ,1.42e+00,8.34e-02,-1.00e-01,-4.11e-02
11822,521,R27,adp,3.62e-02,5.33e-02,-3.95e-02,-9.14e-03
11823,521,R27,atp,-4.00e-01,-4.30e-02,4.37e-01,7.37e-03
11824,521,R27,fumarate,-9.69e-02,-3.13e-02,1.06e-01,5.36e-03
11825,521,R27,oxygen,1.14e-01,1.69e-01,-1.25e-01,-2.89e-02
11826,521,R27,succ,1.53e-01,4.61e-02,-1.68e-01,-7.91e-03
11827,523,R27,adp,1.63e-01,5.46e-02,-1.51e-02,-4.19e-03
11828,523,R27,atp,-2.15e+00,-5.25e-02,2.00e-01,4.03e-03
11829,523,R27,fumarate,-7.18e-01,-5.28e-02,6.68e-02,4.05e-03
11830,523,R27,oxygen,2.16e-01,7.25e-02,-2.01e-02,-5.56e-03
11831,523,R27,succ,7.73e-01,5.29e-02,-7.19e-02,-4.05e-03
11832,527,R27,adp,9.49e-02,5.85e-02,-2.61e-02,-4.08e-03
11833,527,R27,atp,-1.26e+00,-5.67e-02,3.47e-01,3.96e-03
11834,527,R27,fumarate,-4.20e-01,-5.68e-02,1.15e-01,3.97e-03
11835,527,R27,oxygen,1.18e-01,7.26e-02,-3.24e-02,-5.07e-03
11836,527,R27,succ,4.55e-01,5.72e-02,-1.25e-01,-3.99e-03
11837,535,R27,adp,1.97e-01,7.40e-02,-2.25e-02,-3.75e-02
11838,535,R27,atp,-1.55e+00,-4.25e-02,1.78e-01,2.16e-02
11839,535,R27,fumarate,-6.81e-01,-5.62e-02,7.81e-02,2.85e-02
11840,535,R27,oxygen,1.00e+00,3.77e-01,-1.15e-01,-1.91e-01
11841,535,R27,succ,7.41e-01,5.68e-02,-8.49e-02,-2.88e-02
11842,536,R27,adp,1.88e-01,7.43e-02,-2.36e-02,-3.74e-02
11843,536,R27,atp,-1.49e+00,-4.30e-02,1.88e-01,2.17e-02
11844,536,R27,fumarate,-6.53e-01,-5.66e-02,8.19e-02,2.85e-02
11845,536,R27,oxygen,9.51e-01,3.76e-01,-1.19e-01,-1.89e-01
11846,536,R27,succ,7.09e-01,5.72e-02,-8.91e-02,-2.88e-02
11847,540,R27,adp,1.53e-01,2.34e-02,-3.25e-03,-4.68e-03
11848,540,R27,atp,-1.35e+00,-1.51e-02,2.87e-02,3.01e-03
11849,540,R27,fumarate,-4.88e-01,-1.64e-02,1.04e-02,3.28e-03
11850,540,R27,oxygen,9.07e-01,1.39e-01,-1.93e-02,-2.77e-02
11851,540,R27,succ,5.39e-01,1.68e-02,-1.14e-02,-3.36e-03
11852,542,R27,adp,1.96e-01,7.19e-02,-2.15e-02,-3.38e-02
11853,542,R27,atp,-1.83e+00,-4.89e-02,2.00e-01,2.30e-02
11854,542,R27,fumarate,-6.84e-01,-5.50e-02,7.48e-02,2.58e-02
11855,542,R27,oxygen,9.53e-01,3.50e-01,-1.04e-01,-1.64e-01
11856,542,R27,succ,7.76e-01,5.81e-02,-8.50e-02,-2.73e-02
11857,548,R27,adp,1.77e-01,7.01e-02,-2.23e-02,-3.40e-02
11858,548,R27,atp,-1.59e+00,-4.59e-02,2.01e-01,2.22e-02
11859,548,R27,fumarate,-6.03e-01,-5.25e-02,7.63e-02,2.54e-02
11860,548,R27,oxygen,9.10e-01,3.61e-01,-1.15e-01,-1.75e-01
11861,548,R27,succ,6.84e-01,5.54e-02,-8.65e-02,-2.68e-02
11862,553,R27,adp,1.97e-02,3.36e-02,-2.64e-02,-5.24e-03
11863,553,R27,atp,-2.02e-01,-2.51e-02,2.71e-01,3.92e-03
11864,553,R27,fumarate,-6.42e-02,-2.39e-02,8.58e-02,3.74e-03
11865,553,R27,oxygen,9.09e-02,1.55e-01,-1.22e-01,-2.41e-02
11866,553,R27,succ,7.89e-02,2.74e-02,-1.05e-01,-4.27e-03
11867,554,R27,adp,1.91e-02,3.34e-02,-2.65e-02,-5.15e-03
11868,554,R27,atp,-1.96e-01,-2.50e-02,2.72e-01,3.84e-03
11869,554,R27,fumarate,-6.15e-02,-2.36e-02,8.55e-02,3.64e-03
11870,554,R27,oxygen,8.80e-02,1.54e-01,-1.22e-01,-2.37e-02
11871,554,R27,succ,7.64e-02,2.73e-02,-1.06e-01,-4.20e-03
11872,555,R27,adp,3.40e-02,1.00e-02,-2.49e-03,-3.90e-04
11873,555,R27,atp,-3.91e-01,-8.41e-03,2.87e-02,3.27e-04
11874,555,R27,fumarate,-1.35e-01,-8.72e-03,9.90e-03,3.39e-04
11875,555,R27,oxygen,1.02e-01,3.00e-02,-7.46e-03,-1.17e-03
11876,555,R27,succ,1.48e-01,8.92e-03,-1.09e-02,-3.47e-04
11877,556,R27,adp,2.02e-02,3.12e-02,-2.36e-02,-4.42e-03
11878,556,R27,atp,-2.08e-01,-2.33e-02,2.42e-01,3.30e-03
11879,556,R27,fumarate,-5.40e-02,-1.83e-02,6.29e-02,2.58e-03
11880,556,R27,oxygen,8.84e-02,1.36e-01,-1.03e-01,-1.93e-02
11881,556,R27,succ,8.31e-02,2.61e-02,-9.69e-02,-3.70e-03
11882,561,R27,adp,1.55e-02,2.84e-02,-2.29e-02,-3.12e-03
11883,561,R27,atp,-1.65e-01,-2.20e-02,2.44e-01,2.42e-03
11884,561,R27,fumarate,-4.31e-02,-1.73e-02,6.36e-02,1.90e-03
11885,561,R27,oxygen,6.16e-02,1.13e-01,-9.10e-02,-1.24e-02
11886,561,R27,succ,6.61e-02,2.47e-02,-9.76e-02,-2.71e-03
11887,563,R27,adp,1.68e-02,6.71e-04,-2.58e-05,-3.15e-06
11888,563,R27,atp,-1.69e-01,-4.93e-04,2.60e-04,2.31e-06
11889,563,R27,fumarate,-5.73e-02,-5.02e-04,8.82e-05,2.36e-06
11890,563,R27,oxygen,8.02e-02,3.21e-03,-1.23e-04,-1.50e-05
11891,563,R27,succ,6.19e-02,5.05e-04,-9.53e-05,-2.37e-06
11892,570,R27,adp,2.42e-01,8.01e-02,-2.20e-02,-3.93e-02
11893,570,R27,atp,-2.48e+00,-5.99e-02,2.26e-01,2.94e-02
11894,570,R27,fumarate,-8.34e-01,-6.06e-02,7.59e-02,2.98e-02
11895,570,R27,oxygen,1.10e+00,3.64e-01,-9.99e-02,-1.79e-01
11896,570,R27,succ,9.79e-01,6.62e-02,-8.91e-02,-3.25e-02
11897,571,R27,adp,1.60e-01,7.43e-02,-2.68e-02,-3.07e-02
11898,571,R27,atp,-1.62e+00,-5.49e-02,2.72e-01,2.27e-02
11899,571,R27,fumarate,-5.85e-01,-5.95e-02,9.79e-02,2.46e-02
11900,571,R27,oxygen,6.86e-01,3.18e-01,-1.15e-01,-1.32e-01
11901,571,R27,succ,6.31e-01,5.97e-02,-1.06e-01,-2.47e-02
11902,575,R27,adp,2.06e-01,7.48e-02,-2.21e-02,-3.76e-02
11903,575,R27,atp,-1.81e+00,-4.79e-02,1.95e-01,2.41e-02
11904,575,R27,fumarate,-7.17e-01,-5.71e-02,7.71e-02,2.87e-02
11905,575,R27,oxygen,1.03e+00,3.73e-01,-1.11e-01,-1.88e-01
11906,575,R27,succ,7.78e-01,5.77e-02,-8.37e-02,-2.90e-02
11907,578,R27,adp,1.57e-02,3.18e-02,-2.64e-02,-3.42e-03
11908,578,R27,atp,-1.73e-01,-2.55e-02,2.91e-01,2.74e-03
11909,578,R27,fumarate,-5.21e-02,-2.31e-02,8.76e-02,2.48e-03
11910,578,R27,oxygen,5.71e-02,1.15e-01,-9.60e-02,-1.24e-02
11911,578,R27,succ,6.61e-02,2.73e-02,-1.11e-01,-2.93e-03
11912,58,R27,adp,5.90e-01,9.16e-02,-1.29e-02,-4.91e-02
11913,58,R27,atp,-6.26e+00,-7.09e-02,1.37e-01,3.80e-02
11914,58,R27,fumarate,-2.11e+00,-7.19e-02,4.62e-02,3.85e-02
11915,58,R27,oxygen,2.46e+00,3.83e-01,-5.39e-02,-2.05e-01
11916,58,R27,succ,2.37e+00,7.51e-02,-5.18e-02,-4.02e-02
11917,589,R27,adp,1.65e-01,3.45e-02,-6.34e-03,-9.74e-03
11918,589,R27,atp,-1.53e+00,-2.33e-02,5.88e-02,6.57e-03
11919,589,R27,fumarate,-5.08e-01,-2.33e-02,1.95e-02,6.57e-03
11920,589,R27,oxygen,9.54e-01,1.99e-01,-3.66e-02,-5.62e-02
11921,589,R27,succ,6.23e-01,2.65e-02,-2.39e-02,-7.49e-03
11922,59,R27,adp,4.33e-01,9.70e-02,-1.90e-02,-5.02e-02
11923,59,R27,atp,-4.57e+00,-7.45e-02,2.00e-01,3.86e-02
11924,59,R27,fumarate,-1.62e+00,-7.97e-02,7.12e-02,4.13e-02
11925,59,R27,oxygen,1.69e+00,3.79e-01,-7.43e-02,-1.96e-01
11926,59,R27,succ,1.77e+00,8.06e-02,-7.74e-02,-4.17e-02
11927,592,R27,adp,1.15e-01,6.68e-02,-2.86e-02,-7.27e-03
11928,592,R27,atp,-1.49e+00,-6.31e-02,3.71e-01,6.88e-03
11929,592,R27,fumarate,-4.98e-01,-6.36e-02,1.24e-01,6.93e-03
11930,592,R27,oxygen,1.78e-01,1.04e-01,-4.43e-02,-1.13e-02
11931,592,R27,succ,5.36e-01,6.37e-02,-1.34e-01,-6.94e-03
11932,595,R27,adp,2.07e-01,7.37e-02,-2.15e-02,-3.53e-02
11933,595,R27,atp,-2.04e+00,-5.31e-02,2.13e-01,2.54e-02
11934,595,R27,fumarate,-7.12e-01,-5.57e-02,7.41e-02,2.66e-02
11935,595,R27,oxygen,9.95e-01,3.55e-01,-1.04e-01,-1.70e-01
11936,595,R27,succ,8.21e-01,5.98e-02,-8.55e-02,-2.86e-02
11937,596,R27,adp,1.89e-01,7.19e-02,-2.21e-02,-3.52e-02
11938,596,R27,atp,-1.82e+00,-5.05e-02,2.13e-01,2.47e-02
11939,596,R27,fumarate,-6.41e-01,-5.34e-02,7.49e-02,2.61e-02
11940,596,R27,oxygen,9.58e-01,3.64e-01,-1.12e-01,-1.78e-01
11941,596,R27,succ,7.38e-01,5.72e-02,-8.62e-02,-2.80e-02
11942,602,R27,adp,6.07e-01,1.04e-01,-1.59e-02,-3.14e-02
11943,602,R27,atp,-7.47e+00,-9.30e-02,1.96e-01,2.82e-02
11944,602,R27,fumarate,-2.34e+00,-8.77e-02,6.15e-02,2.66e-02
11945,602,R27,oxygen,1.38e+00,2.36e-01,-3.63e-02,-7.16e-02
11946,602,R27,succ,2.80e+00,9.77e-02,-7.36e-02,-2.96e-02
11947,614,R27,adp,2.79e-01,8.59e-02,-2.22e-02,-4.48e-02
11948,614,R27,atp,-2.85e+00,-6.39e-02,2.27e-01,3.34e-02
11949,614,R27,fumarate,-9.97e-01,-6.73e-02,7.92e-02,3.51e-02
11950,614,R27,oxygen,1.25e+00,3.85e-01,-9.94e-02,-2.01e-01
11951,614,R27,succ,1.09e+00,6.87e-02,-8.69e-02,-3.58e-02
11952,616,R27,adp,6.04e-01,1.04e-01,-1.60e-02,-3.13e-02
11953,616,R27,atp,-7.43e+00,-9.29e-02,1.96e-01,2.81e-02
11954,616,R27,fumarate,-2.33e+00,-8.76e-02,6.15e-02,2.65e-02
11955,616,R27,oxygen,1.38e+00,2.36e-01,-3.63e-02,-7.13e-02
11956,616,R27,succ,2.79e+00,9.76e-02,-7.37e-02,-2.95e-02
11957,617,R27,adp,2.16e-02,3.89e-02,-3.12e-02,-4.64e-03
11958,617,R27,atp,-2.41e-01,-3.15e-02,3.47e-01,3.76e-03
11959,617,R27,fumarate,-6.25e-02,-2.46e-02,9.01e-02,2.94e-03
11960,617,R27,oxygen,6.92e-02,1.25e-01,-9.98e-02,-1.49e-02
11961,617,R27,succ,9.20e-02,3.38e-02,-1.33e-01,-4.03e-03
11962,62,R27,adp,5.99e-01,9.20e-02,-1.28e-02,-4.90e-02
11963,62,R27,atp,-6.39e+00,-7.15e-02,1.37e-01,3.80e-02
11964,62,R27,fumarate,-2.14e+00,-7.22e-02,4.59e-02,3.84e-02
11965,62,R27,oxygen,2.47e+00,3.80e-01,-5.30e-02,-2.02e-01
11966,62,R27,succ,2.41e+00,7.57e-02,-5.17e-02,-4.02e-02
11967,623,R27,adp,2.67e-01,7.79e-02,-1.92e-02,-2.01e-02
11968,623,R27,atp,-3.15e+00,-6.69e-02,2.27e-01,1.72e-02
11969,623,R27,fumarate,-1.08e+00,-6.90e-02,7.76e-02,1.78e-02
11970,623,R27,oxygen,6.94e-01,2.03e-01,-5.00e-02,-5.22e-02
11971,623,R27,succ,1.22e+00,7.27e-02,-8.80e-02,-1.87e-02
11972,629,R27,adp,2.70e-01,8.89e-02,-2.42e-02,-2.24e-02
11973,629,R27,atp,-3.32e+00,-7.95e-02,2.98e-01,2.00e-02
11974,629,R27,fumarate,-1.12e+00,-8.05e-02,1.00e-01,2.03e-02
11975,629,R27,oxygen,6.21e-01,2.04e-01,-5.57e-02,-5.14e-02
11976,629,R27,succ,1.22e+00,8.15e-02,-1.09e-01,-2.05e-02
11977,630,R27,adp,2.17e-01,7.64e-02,-2.21e-02,-1.85e-02
11978,630,R27,atp,-2.58e+00,-6.63e-02,2.63e-01,1.60e-02
11979,630,R27,fumarate,-8.89e-01,-6.87e-02,9.06e-02,1.66e-02
11980,630,R27,oxygen,5.51e-01,1.94e-01,-5.61e-02,-4.69e-02
11981,630,R27,succ,9.73e-01,6.99e-02,-9.91e-02,-1.69e-02
11982,639,R27,adp,1.44e-02,5.72e-04,-2.18e-05,-2.26e-06
11983,639,R27,atp,-1.46e-01,-4.21e-04,2.21e-04,1.67e-06
11984,639,R27,fumarate,-4.94e-02,-4.29e-04,7.47e-05,1.70e-06
11985,639,R27,oxygen,6.83e-02,2.71e-03,-1.03e-04,-1.07e-05
11986,639,R27,succ,5.34e-02,4.32e-04,-8.07e-05,-1.71e-06
11987,64,R27,adp,4.42e-01,9.75e-02,-1.88e-02,-4.99e-02
11988,64,R27,atp,-4.70e+00,-7.54e-02,2.00e-01,3.86e-02
11989,64,R27,fumarate,-1.66e+00,-8.04e-02,7.08e-02,4.12e-02
11990,64,R27,oxygen,1.70e+00,3.75e-01,-7.24e-02,-1.92e-01
11991,64,R27,succ,1.81e+00,8.14e-02,-7.70e-02,-4.16e-02
11992,647,R27,adp,1.98e-01,7.34e-02,-2.21e-02,-3.81e-02
11993,647,R27,atp,-1.66e+00,-4.50e-02,1.86e-01,2.33e-02
11994,647,R27,fumarate,-6.77e-01,-5.51e-02,7.58e-02,2.86e-02
11995,647,R27,oxygen,1.03e+00,3.84e-01,-1.16e-01,-1.99e-01
11996,647,R27,succ,7.34e-01,5.56e-02,-8.22e-02,-2.88e-02
