,efm,reaction,metabolite,dq/dKm,dlogq/dlogKm,dmu/dKm,dlogmu/dlogKm
25564,13,R40,co2,3.82e-02,1.30e-02,-2.70e-02,-3.33e-04
25565,13,R40,oxalo,-8.44e-02,-1.07e-02,5.97e-02,2.74e-04
25566,13,R40,pep,1.11e-02,1.20e-02,-7.85e-03,-3.07e-04
25567,1301,R40,co2,5.53e-03,2.82e-03,-7.09e-03,-2.53e-05
25568,1301,R40,oxalo,-8.74e-03,-1.66e-03,1.12e-02,1.49e-05
25569,1301,R40,pep,5.49e-03,8.90e-03,-7.05e-03,-8.00e-05
25570,1302,R40,co2,4.25e-02,1.76e-02,-4.04e-02,-5.69e-04
25571,1302,R40,oxalo,-9.46e-02,-1.46e-02,9.01e-02,4.71e-04
25572,1302,R40,pep,2.12e-02,2.79e-02,-2.02e-02,-9.02e-04
25573,1304,R40,co2,2.51e-03,1.80e-03,-5.02e-03,-8.05e-06
25574,1304,R40,oxalo,-4.39e-03,-1.17e-03,8.78e-03,5.24e-06
25575,1304,R40,pep,6.81e-04,1.55e-03,-1.36e-03,-6.94e-06
25576,1307,R40,co2,2.17e-01,1.57e-02,-1.03e-02,-4.52e-04
25577,1307,R40,oxalo,-5.20e-01,-1.39e-02,2.46e-02,4.02e-04
25578,1307,R40,pep,1.10e-01,2.51e-02,-5.18e-03,-7.23e-04
25579,1308,R40,co2,3.54e-03,2.18e-05,-1.37e-06,-1.69e-09
25580,1308,R40,oxalo,-6.71e-03,-1.54e-05,2.60e-06,1.19e-09
25581,1308,R40,pep,1.46e-03,2.85e-05,-5.64e-07,-2.21e-09
25582,1309,R40,co2,1.65e-02,3.54e-03,-5.56e-03,-3.15e-05
25583,1309,R40,oxalo,-3.42e-02,-2.73e-03,1.15e-02,2.44e-05
25584,1309,R40,pep,9.76e-03,6.67e-03,-3.30e-03,-5.94e-05
25585,1310,R40,co2,1.76e-02,3.66e-03,-5.62e-03,-3.47e-05
25586,1310,R40,oxalo,-3.61e-02,-2.80e-03,1.15e-02,2.65e-05
25587,1310,R40,pep,1.07e-02,7.09e-03,-3.43e-03,-6.72e-05
25588,1312,R40,co2,1.44e-02,7.22e-05,-3.69e-06,-2.91e-08
25589,1312,R40,oxalo,-1.83e-02,-3.41e-05,4.69e-06,1.37e-08
25590,1312,R40,pep,1.73e-02,2.75e-04,-4.43e-06,-1.11e-07
25591,1314,R40,co2,1.57e-02,7.79e-05,-3.94e-06,-3.47e-08
25592,1314,R40,oxalo,-1.93e-02,-3.55e-05,4.82e-06,1.58e-08
25593,1314,R40,pep,1.93e-02,3.04e-04,-4.84e-06,-1.36e-07
25594,1315,R40,co2,1.55e-02,4.07e-03,-7.29e-03,-3.69e-05
25595,1315,R40,oxalo,-3.33e-02,-3.26e-03,1.57e-02,2.95e-05
25596,1315,R40,pep,7.61e-03,6.35e-03,-3.58e-03,-5.76e-05
25597,1317,R40,co2,3.55e-03,2.27e-05,-1.48e-06,-1.83e-09
25598,1317,R40,oxalo,-6.73e-03,-1.60e-05,2.80e-06,1.29e-09
25599,1317,R40,pep,1.47e-03,2.98e-05,-6.11e-07,-2.40e-09
25600,1319,R40,co2,1.15e-02,1.12e-03,-9.51e-04,-6.24e-06
25601,1319,R40,oxalo,-1.52e-02,-5.49e-04,1.26e-03,3.07e-06
25602,1319,R40,pep,1.15e-02,3.55e-03,-9.51e-04,-1.98e-05
25603,1323,R40,co2,1.62e-02,2.16e-03,-2.37e-03,-1.15e-05
25604,1323,R40,oxalo,-3.49e-02,-1.72e-03,5.09e-03,9.16e-06
25605,1323,R40,pep,1.15e-02,4.87e-03,-1.68e-03,-2.59e-05
25606,1324,R40,co2,2.30e-02,5.38e-03,-8.93e-03,-6.90e-05
25607,1324,R40,oxalo,-4.86e-02,-4.22e-03,1.89e-02,5.42e-05
25608,1324,R40,pep,1.17e-02,8.67e-03,-4.53e-03,-1.11e-04
25609,1325,R40,co2,1.27e-02,1.14e-03,-9.11e-04,-6.70e-06
25610,1325,R40,oxalo,-1.64e-02,-5.49e-04,1.18e-03,3.22e-06
25611,1325,R40,pep,1.29e-02,3.71e-03,-9.31e-04,-2.17e-05
25612,1326,R40,co2,1.66e-02,4.33e-03,-7.72e-03,-4.22e-05
25613,1326,R40,oxalo,-3.57e-02,-3.46e-03,1.66e-02,3.37e-05
25614,1326,R40,pep,8.21e-03,6.80e-03,-3.82e-03,-6.63e-05
25615,1327,R40,co2,2.09e-02,5.00e-03,-8.44e-03,-5.87e-05
25616,1327,R40,oxalo,-4.43e-02,-3.95e-03,1.79e-02,4.64e-05
25617,1327,R40,pep,1.05e-02,8.00e-03,-4.25e-03,-9.39e-05
25618,1329,R40,co2,1.94e-01,1.44e-02,-9.70e-03,-4.05e-04
25619,1329,R40,oxalo,-4.57e-01,-1.26e-02,2.28e-02,3.55e-04
25620,1329,R40,pep,1.05e-01,2.47e-02,-5.23e-03,-6.94e-04
25621,1330,R40,co2,6.66e-03,3.81e-05,-2.22e-06,-5.69e-09
25622,1330,R40,oxalo,-1.19e-02,-2.52e-05,3.95e-06,3.77e-09
25623,1330,R40,pep,5.76e-03,1.05e-04,-1.92e-06,-1.56e-08
25624,1331,R40,co2,3.23e-02,1.88e-02,-4.95e-02,-5.63e-04
25625,1331,R40,oxalo,-7.28e-02,-1.58e-02,1.12e-01,4.73e-04
25626,1331,R40,pep,1.15e-02,2.13e-02,-1.77e-02,-6.40e-04
25627,1339,R40,co2,1.16e-02,2.48e-03,-3.88e-03,-1.21e-05
25628,1339,R40,oxalo,-2.65e-02,-2.11e-03,8.86e-03,1.02e-05
25629,1339,R40,pep,5.97e-03,4.05e-03,-2.00e-03,-1.97e-05
25630,1342,R40,co2,6.67e-03,4.07e-05,-2.53e-06,-6.51e-09
25631,1342,R40,oxalo,-1.19e-02,-2.69e-05,4.49e-06,4.31e-09
25632,1342,R40,pep,5.79e-03,1.12e-04,-2.19e-06,-1.79e-08
25633,1346,R40,co2,4.44e-03,3.23e-03,-9.06e-03,-2.22e-05
25634,1346,R40,oxalo,-8.54e-03,-2.32e-03,1.74e-02,1.59e-05
25635,1346,R40,pep,2.34e-03,5.42e-03,-4.78e-03,-3.72e-05
25636,1347,R40,co2,7.67e-03,2.35e-03,-4.62e-03,-1.10e-05
25637,1347,R40,oxalo,-1.70e-02,-1.94e-03,1.02e-02,9.10e-06
25638,1347,R40,pep,3.59e-03,3.49e-03,-2.16e-03,-1.64e-05
25639,1358,R40,co2,4.32e-02,1.77e-02,-4.04e-02,-5.75e-04
25640,1358,R40,oxalo,-9.61e-02,-1.46e-02,8.99e-02,4.76e-04
25641,1358,R40,pep,2.15e-02,2.80e-02,-2.01e-02,-9.11e-04
25642,136,R40,co2,1.17e-02,5.91e-05,-3.05e-06,-1.81e-08
25643,136,R40,oxalo,-1.63e-02,-3.06e-05,4.24e-06,9.39e-09
25644,136,R40,pep,1.31e-02,2.10e-04,-3.42e-06,-6.46e-08
25645,1361,R40,co2,2.69e-01,2.84e-02,-2.58e-02,-2.06e-03
25646,1361,R40,oxalo,-5.75e-01,-2.25e-02,5.51e-02,1.64e-03
25647,1361,R40,pep,1.16e-01,3.90e-02,-1.12e-02,-2.83e-03
25648,1363,R40,co2,8.63e-03,8.70e-04,-7.63e-04,-4.50e-06
25649,1363,R40,oxalo,-8.69e-03,-3.26e-04,7.68e-04,1.68e-06
25650,1363,R40,pep,1.50e-02,4.82e-03,-1.33e-03,-2.49e-05
25651,1364,R40,co2,2.68e-01,2.82e-02,-2.56e-02,-2.03e-03
25652,1364,R40,oxalo,-5.73e-01,-2.24e-02,5.46e-02,1.61e-03
25653,1364,R40,pep,1.15e-01,3.84e-02,-1.10e-02,-2.77e-03
25654,1365,R40,co2,1.83e-01,6.87e-03,-2.49e-03,-2.84e-04
25655,1365,R40,oxalo,-1.98e-01,-2.77e-03,2.70e-03,1.14e-04
25656,1365,R40,pep,2.35e-01,2.80e-02,-3.20e-03,-1.16e-03
25657,1367,R40,co2,1.81e-01,6.83e-03,-2.48e-03,-2.81e-04
25658,1367,R40,oxalo,-1.97e-01,-2.75e-03,2.69e-03,1.13e-04
25659,1367,R40,pep,2.32e-01,2.78e-02,-3.18e-03,-1.14e-03
25660,137,R40,co2,8.96e-03,1.05e-03,-1.04e-03,-5.14e-06
25661,137,R40,oxalo,-1.26e-02,-5.49e-04,1.46e-03,2.69e-06
25662,137,R40,pep,8.46e-03,3.14e-03,-9.81e-04,-1.54e-05
25663,1370,R40,co2,1.01e-01,1.54e-02,-1.88e-02,-8.00e-04
25664,1370,R40,oxalo,-1.83e-01,-1.04e-02,3.42e-02,5.40e-04
25665,1370,R40,pep,5.87e-02,2.85e-02,-1.10e-02,-1.48e-03
25666,1371,R40,co2,1.02e-01,1.57e-02,-1.93e-02,-8.32e-04
25667,1371,R40,oxalo,-1.85e-01,-1.06e-02,3.49e-02,5.62e-04
25668,1371,R40,pep,6.04e-02,2.94e-02,-1.14e-02,-1.56e-03
25669,1378,R40,co2,2.19e-01,1.57e-02,-1.03e-02,-4.55e-04
25670,1378,R40,oxalo,-5.25e-01,-1.40e-02,2.47e-02,4.05e-04
25671,1378,R40,pep,1.10e-01,2.51e-02,-5.17e-03,-7.24e-04
25672,1381,R40,co2,5.59e-03,2.83e-03,-7.09e-03,-2.54e-05
25673,1381,R40,oxalo,-8.90e-03,-1.67e-03,1.13e-02,1.50e-05
25674,1381,R40,pep,5.53e-03,8.88e-03,-7.00e-03,-7.96e-05
25675,1383,R40,co2,5.96e-03,1.53e-03,-2.69e-03,-4.61e-06
25676,1383,R40,oxalo,-1.34e-02,-1.28e-03,6.05e-03,3.86e-06
25677,1383,R40,pep,2.03e-03,1.65e-03,-9.14e-04,-4.98e-06
25678,1393,R40,co2,2.23e-01,1.59e-02,-1.03e-02,-4.56e-04
25679,1393,R40,oxalo,-5.38e-01,-1.42e-02,2.49e-02,4.09e-04
25680,1393,R40,pep,1.10e-01,2.48e-02,-5.08e-03,-7.12e-04
25681,1396,R40,co2,5.33e-03,1.65e-03,-3.25e-03,-5.49e-06
25682,1396,R40,oxalo,-1.17e-02,-1.35e-03,7.16e-03,4.50e-06
25683,1396,R40,pep,1.80e-03,1.77e-03,-1.10e-03,-5.90e-06
25684,14,R40,co2,6.50e-01,1.73e-02,-4.51e-03,-4.78e-04
25685,14,R40,oxalo,-1.62e+00,-1.60e-02,1.12e-02,4.43e-04
25686,14,R40,pep,2.70e-01,2.28e-02,-1.87e-03,-6.31e-04
25687,140,R40,co2,1.63e-02,4.04e-03,-6.95e-03,-3.70e-05
25688,140,R40,oxalo,-3.51e-02,-3.23e-03,1.49e-02,2.95e-05
25689,140,R40,pep,8.08e-03,6.34e-03,-3.44e-03,-5.80e-05
25690,1406,R40,co2,3.25e-02,1.87e-02,-4.91e-02,-5.62e-04
25691,1406,R40,oxalo,-7.34e-02,-1.57e-02,1.11e-01,4.71e-04
25692,1406,R40,pep,1.15e-02,2.11e-02,-1.74e-02,-6.33e-04
25693,1407,R40,co2,1.62e-02,2.16e-03,-2.37e-03,-1.15e-05
25694,1407,R40,oxalo,-3.48e-02,-1.72e-03,5.10e-03,9.16e-06
25695,1407,R40,pep,1.15e-02,4.87e-03,-1.69e-03,-2.59e-05
25696,1408,R40,co2,7.91e-03,7.94e-04,-6.93e-04,-3.81e-06
25697,1408,R40,oxalo,-7.68e-03,-2.87e-04,6.73e-04,1.38e-06
25698,1408,R40,pep,1.39e-02,4.42e-03,-1.22e-03,-2.12e-05
25699,1409,R40,co2,3.22e-02,1.80e-02,-4.67e-02,-5.25e-04
25700,1409,R40,oxalo,-7.26e-02,-1.51e-02,1.05e-01,4.40e-04
25701,1409,R40,pep,1.11e-02,1.97e-02,-1.61e-02,-5.74e-04
25702,1410,R40,co2,1.96e-01,1.45e-02,-9.72e-03,-4.06e-04
25703,1410,R40,oxalo,-4.62e-01,-1.27e-02,2.29e-02,3.57e-04
25704,1410,R40,pep,1.05e-01,2.46e-02,-5.19e-03,-6.89e-04
25705,1414,R40,co2,2.00e-01,1.46e-02,-9.73e-03,-4.04e-04
25706,1414,R40,oxalo,-4.75e-01,-1.29e-02,2.31e-02,3.58e-04
25707,1414,R40,pep,1.04e-01,2.41e-02,-5.05e-03,-6.67e-04
25708,1424,R40,co2,4.34e-02,1.75e-02,-3.97e-02,-5.61e-04
25709,1424,R40,oxalo,-9.67e-02,-1.45e-02,8.85e-02,4.66e-04
25710,1424,R40,pep,2.13e-02,2.72e-02,-1.95e-02,-8.75e-04
25711,1431,R40,co2,4.43e-03,3.21e-03,-8.97e-03,-2.19e-05
25712,1431,R40,oxalo,-8.52e-03,-2.30e-03,1.73e-02,1.57e-05
25713,1431,R40,pep,2.33e-03,5.37e-03,-4.73e-03,-3.67e-05
25714,1432,R40,co2,6.66e-03,3.77e-05,-2.18e-06,-5.58e-09
25715,1432,R40,oxalo,-1.19e-02,-2.50e-05,3.88e-06,3.70e-09
25716,1432,R40,pep,5.75e-03,1.04e-04,-1.88e-06,-1.53e-08
25717,1434,R40,co2,5.19e-03,2.58e-03,-6.44e-03,-2.16e-05
25718,1434,R40,oxalo,-8.13e-03,-1.51e-03,1.01e-02,1.26e-05
25719,1434,R40,pep,5.05e-03,8.00e-03,-6.27e-03,-6.68e-05
25720,1436,R40,co2,1.30e-02,6.60e-05,-3.42e-06,-2.35e-08
25721,1436,R40,oxalo,-1.73e-02,-3.26e-05,4.53e-06,1.16e-08
25722,1436,R40,pep,1.50e-02,2.42e-04,-3.95e-06,-8.64e-08
25723,1437,R40,co2,6.88e-03,6.79e-04,-5.85e-04,-2.88e-06
25724,1437,R40,oxalo,-6.21e-03,-2.28e-04,5.28e-04,9.69e-07
25725,1437,R40,pep,1.22e-02,3.83e-03,-1.04e-03,-1.63e-05
25726,1439,R40,co2,1.53e-02,3.40e-03,-5.47e-03,-2.83e-05
25727,1439,R40,oxalo,-3.21e-02,-2.66e-03,1.15e-02,2.21e-05
25728,1439,R40,pep,8.79e-03,6.22e-03,-3.15e-03,-5.17e-05
25729,1440,R40,co2,6.67e-03,3.99e-05,-2.43e-06,-6.25e-09
25730,1440,R40,oxalo,-1.19e-02,-2.64e-05,4.32e-06,4.14e-09
25731,1440,R40,pep,5.78e-03,1.10e-04,-2.11e-06,-1.72e-08
25732,1441,R40,co2,4.33e-02,1.69e-02,-3.76e-02,-5.20e-04
25733,1441,R40,oxalo,-9.71e-02,-1.41e-02,8.43e-02,4.33e-04
25734,1441,R40,pep,2.06e-02,2.54e-02,-1.79e-02,-7.84e-04
25735,1443,R40,co2,1.12e-02,2.46e-03,-3.91e-03,-1.19e-05
25736,1443,R40,oxalo,-2.56e-02,-2.08e-03,8.91e-03,1.01e-05
25737,1443,R40,pep,5.76e-03,4.01e-03,-2.01e-03,-1.94e-05
25738,1444,R40,co2,1.87e-02,4.59e-03,-7.87e-03,-4.85e-05
25739,1444,R40,oxalo,-3.98e-02,-3.64e-03,1.68e-02,3.85e-05
25740,1444,R40,pep,9.31e-03,7.27e-03,-3.92e-03,-7.69e-05
25741,1445,R40,co2,1.02e-02,1.09e-03,-9.98e-04,-5.76e-06
25742,1445,R40,oxalo,-1.39e-02,-5.51e-04,1.36e-03,2.91e-06
25743,1445,R40,pep,9.96e-03,3.36e-03,-9.71e-04,-1.78e-05
25744,1446,R40,co2,1.43e-02,3.79e-03,-6.82e-03,-3.17e-05
25745,1446,R40,oxalo,-3.10e-02,-3.05e-03,1.47e-02,2.55e-05
25746,1446,R40,pep,6.99e-03,5.88e-03,-3.33e-03,-4.91e-05
25747,1449,R40,co2,1.61e-02,2.15e-03,-2.37e-03,-1.13e-05
25748,1449,R40,oxalo,-3.47e-02,-1.72e-03,5.10e-03,9.07e-06
25749,1449,R40,pep,1.14e-02,4.82e-03,-1.67e-03,-2.54e-05
25750,1455,R40,co2,7.69e-03,2.32e-03,-4.53e-03,-1.08e-05
25751,1455,R40,oxalo,-1.71e-02,-1.92e-03,1.00e-02,8.90e-06
25752,1455,R40,pep,3.59e-03,3.45e-03,-2.11e-03,-1.60e-05
25753,1459,R40,co2,4.50e-03,2.15e-03,-5.26e-03,-1.57e-05
25754,1459,R40,oxalo,-6.79e-03,-1.21e-03,7.94e-03,8.82e-06
25755,1459,R40,pep,4.32e-03,6.55e-03,-5.05e-03,-4.80e-05
25756,1465,R40,co2,1.30e-02,3.46e-03,-6.23e-03,-2.60e-05
25757,1465,R40,oxalo,-2.82e-02,-2.79e-03,1.35e-02,2.10e-05
25758,1465,R40,pep,6.27e-03,5.29e-03,-3.00e-03,-3.98e-05
25759,1466,R40,co2,1.14e-02,5.83e-05,-3.06e-06,-1.75e-08
25760,1466,R40,oxalo,-1.60e-02,-3.05e-05,4.30e-06,9.14e-09
25761,1466,R40,pep,1.24e-02,2.02e-04,-3.33e-06,-6.05e-08
25762,1467,R40,co2,1.39e-02,3.22e-03,-5.31e-03,-2.44e-05
25763,1467,R40,oxalo,-2.96e-02,-2.55e-03,1.13e-02,1.93e-05
25764,1467,R40,pep,7.69e-03,5.64e-03,-2.93e-03,-4.27e-05
25765,1473,R40,co2,1.62e-02,4.07e-03,-7.09e-03,-3.75e-05
25766,1473,R40,oxalo,-3.48e-02,-3.26e-03,1.52e-02,2.99e-05
25767,1473,R40,pep,7.95e-03,6.35e-03,-3.48e-03,-5.84e-05
25768,1474,R40,co2,8.88e-03,1.05e-03,-1.05e-03,-5.14e-06
25769,1474,R40,oxalo,-1.25e-02,-5.51e-04,1.48e-03,2.70e-06
25770,1474,R40,pep,8.30e-03,3.12e-03,-9.81e-04,-1.53e-05
25771,1478,R40,co2,1.60e-02,2.13e-03,-2.33e-03,-1.08e-05
25772,1478,R40,oxalo,-3.48e-02,-1.72e-03,5.07e-03,8.73e-06
25773,1478,R40,pep,1.09e-02,4.60e-03,-1.59e-03,-2.34e-05
25774,1479,R40,co2,4.29e-03,3.08e-03,-8.59e-03,-2.03e-05
25775,1479,R40,oxalo,-8.26e-03,-2.20e-03,1.65e-02,1.45e-05
25776,1479,R40,pep,2.19e-03,4.98e-03,-4.38e-03,-3.28e-05
25777,148,R40,co2,1.40e-02,3.18e-03,-5.18e-03,-2.39e-05
25778,148,R40,oxalo,-2.98e-02,-2.51e-03,1.10e-02,1.89e-05
25779,148,R40,pep,7.79e-03,5.62e-03,-2.88e-03,-4.23e-05
25780,1482,R40,co2,6.62e-03,3.72e-05,-2.13e-06,-5.41e-09
25781,1482,R40,oxalo,-1.18e-02,-2.47e-05,3.79e-06,3.59e-09
25782,1482,R40,pep,5.69e-03,1.01e-04,-1.83e-06,-1.48e-08
25783,1484,R40,co2,6.63e-03,3.89e-05,-2.32e-06,-5.93e-09
25784,1484,R40,oxalo,-1.18e-02,-2.58e-05,4.14e-06,3.93e-09
25785,1484,R40,pep,5.72e-03,1.06e-04,-2.00e-06,-1.62e-08
25786,149,R40,co2,1.31e-02,3.42e-03,-6.10e-03,-2.56e-05
25787,149,R40,oxalo,-2.85e-02,-2.76e-03,1.32e-02,2.07e-05
25788,149,R40,pep,6.38e-03,5.28e-03,-2.96e-03,-3.95e-05
25789,150,R40,co2,5.69e-03,2.82e-03,-7.00e-03,-2.52e-05
25790,150,R40,oxalo,-9.09e-03,-1.67e-03,1.12e-02,1.50e-05
25791,150,R40,pep,5.62e-03,8.84e-03,-6.91e-03,-7.90e-05
25792,1503,R40,co2,3.96e-03,2.73e-03,-7.55e-03,-1.62e-05
25793,1503,R40,oxalo,-7.61e-03,-1.95e-03,1.45e-02,1.16e-05
25794,1503,R40,pep,1.83e-03,4.02e-03,-3.50e-03,-2.39e-05
25795,1506,R40,co2,6.50e-03,3.73e-05,-2.18e-06,-5.41e-09
25796,1506,R40,oxalo,-1.17e-02,-2.49e-05,3.92e-06,3.61e-09
25797,1506,R40,pep,5.47e-03,9.98e-05,-1.84e-06,-1.45e-08
25798,1507,R40,co2,6.50e-03,3.61e-05,-2.04e-06,-5.05e-09
25799,1507,R40,oxalo,-1.17e-02,-2.41e-05,3.67e-06,3.37e-09
25800,1507,R40,pep,5.46e-03,9.63e-05,-1.72e-06,-1.35e-08
25801,1511,R40,co2,1.08e-02,2.43e-03,-3.94e-03,-1.17e-05
25802,1511,R40,oxalo,-2.45e-02,-2.05e-03,8.95e-03,9.87e-06
25803,1511,R40,pep,5.52e-03,3.95e-03,-2.01e-03,-1.90e-05
25804,1516,R40,co2,7.70e-03,2.29e-03,-4.43e-03,-1.05e-05
25805,1516,R40,oxalo,-1.71e-02,-1.89e-03,9.84e-03,8.69e-06
25806,1516,R40,pep,3.59e-03,3.40e-03,-2.07e-03,-1.56e-05
25807,1535,R40,co2,1.03e-02,2.39e-03,-3.95e-03,-1.13e-05
25808,1535,R40,oxalo,-2.34e-02,-2.02e-03,8.95e-03,9.54e-06
25809,1535,R40,pep,5.21e-03,3.84e-03,-1.99e-03,-1.82e-05
25810,1537,R40,co2,7.70e-03,2.25e-03,-4.29e-03,-1.01e-05
25811,1537,R40,oxalo,-1.71e-02,-1.86e-03,9.55e-03,8.35e-06
25812,1537,R40,pep,3.56e-03,3.30e-03,-1.98e-03,-1.48e-05
25813,154,R40,co2,2.26e-01,1.58e-02,-1.02e-02,-4.62e-04
25814,154,R40,oxalo,-5.41e-01,-1.41e-02,2.43e-02,4.11e-04
25815,154,R40,pep,1.14e-01,2.53e-02,-5.10e-03,-7.37e-04
25816,1544,R40,co2,1.15e-02,1.16e-02,-3.41e-02,-4.14e-04
25817,1544,R40,oxalo,-1.41e-02,-5.27e-03,4.16e-02,1.88e-04
25818,1544,R40,pep,2.04e-03,6.53e-03,-6.03e-03,-2.32e-04
25819,1545,R40,co2,2.28e-03,2.06e-03,-5.98e-03,-1.00e-05
25820,1545,R40,oxalo,-3.88e-03,-1.30e-03,1.02e-02,6.32e-06
25821,1545,R40,pep,5.15e-04,1.47e-03,-1.35e-03,-7.15e-06
25822,1547,R40,co2,5.09e-02,5.22e-02,-1.53e-01,-4.32e-03
25823,1547,R40,oxalo,-1.05e-01,-4.02e-02,3.17e-01,3.33e-03
25824,1547,R40,pep,1.29e-02,4.22e-02,-3.90e-02,-3.49e-03
25825,1549,R40,co2,3.55e-02,3.16e-03,-2.48e-03,-2.27e-05
25826,1549,R40,oxalo,-7.96e-02,-2.63e-03,5.56e-03,1.89e-05
25827,1549,R40,pep,1.11e-02,3.13e-03,-7.75e-04,-2.25e-05
25828,1550,R40,co2,7.05e-03,7.62e-04,-7.08e-04,-4.16e-06
25829,1550,R40,oxalo,-4.12e-03,-1.66e-04,4.14e-04,9.03e-07
25830,1550,R40,pep,2.21e-03,7.61e-04,-2.23e-04,-4.15e-06
25831,1551,R40,co2,7.29e-02,7.58e-03,-6.83e-03,-9.53e-05
25832,1551,R40,oxalo,-1.78e-01,-6.88e-03,1.67e-02,8.65e-05
25833,1551,R40,pep,2.49e-02,8.21e-03,-2.33e-03,-1.03e-04
25834,1554,R40,co2,5.38e-02,5.97e-03,-5.67e-03,-6.45e-05
25835,1554,R40,oxalo,-1.28e-01,-5.30e-03,1.35e-02,5.72e-05
25836,1554,R40,pep,1.72e-02,6.06e-03,-1.81e-03,-6.54e-05
25837,1555,R40,co2,5.19e-02,5.81e-03,-5.57e-03,-6.11e-05
25838,1555,R40,oxalo,-1.24e-01,-5.16e-03,1.33e-02,5.42e-05
25839,1555,R40,pep,1.65e-02,5.89e-03,-1.78e-03,-6.19e-05
25840,1556,R40,co2,3.44e-03,2.00e-03,-5.27e-03,-2.29e-05
25841,1556,R40,oxalo,-1.15e-03,-2.48e-04,1.76e-03,2.85e-06
25842,1556,R40,pep,4.48e-04,8.28e-04,-6.86e-04,-9.49e-06
25843,1557,R40,co2,1.71e-02,1.16e-02,-3.18e-02,-2.36e-04
25844,1557,R40,oxalo,-3.66e-02,-9.18e-03,6.79e-02,1.87e-04
25845,1557,R40,pep,4.84e-03,1.04e-02,-8.97e-03,-2.11e-04
25846,1562,R40,co2,1.69e-02,1.13e-02,-3.10e-02,-2.26e-04
25847,1562,R40,oxalo,-3.61e-02,-8.98e-03,6.63e-02,1.80e-04
25848,1562,R40,pep,4.78e-03,1.01e-02,-8.76e-03,-2.03e-04
25849,1563,R40,co2,1.53e-02,1.05e-02,-2.88e-02,-1.97e-04
25850,1563,R40,oxalo,-3.23e-02,-8.20e-03,6.08e-02,1.55e-04
25851,1563,R40,pep,4.27e-03,9.27e-03,-8.05e-03,-1.75e-04
25852,1564,R40,co2,2.34e-02,5.33e-03,-8.69e-03,-5.76e-05
25853,1564,R40,oxalo,-5.25e-02,-4.45e-03,1.95e-02,4.81e-05
25854,1564,R40,pep,7.80e-03,5.64e-03,-2.90e-03,-6.10e-05
25855,1565,R40,co2,2.40e-03,3.32e-03,-9.69e-03,-2.03e-05
25856,1565,R40,oxalo,-4.18e-03,-2.15e-03,1.69e-02,1.32e-05
25857,1565,R40,pep,5.60e-04,2.46e-03,-2.26e-03,-1.51e-05
25858,157,R40,co2,6.68e-03,3.71e-05,-2.11e-06,-5.43e-09
25859,157,R40,oxalo,-1.19e-02,-2.46e-05,3.75e-06,3.59e-09
25860,157,R40,pep,5.79e-03,1.02e-04,-1.83e-06,-1.50e-08
25861,159,R40,co2,2.02e-01,1.46e-02,-9.59e-03,-4.15e-04
25862,159,R40,oxalo,-4.77e-01,-1.28e-02,2.26e-02,3.64e-04
25863,159,R40,pep,1.09e-01,2.49e-02,-5.16e-03,-7.09e-04
25864,162,R40,co2,4.58e-02,1.76e-02,-3.91e-02,-5.80e-04
25865,162,R40,oxalo,-1.02e-01,-1.46e-02,8.72e-02,4.81e-04
25866,162,R40,pep,2.29e-02,2.80e-02,-1.96e-02,-9.22e-04
25867,165,R40,co2,1.62e-02,2.14e-03,-2.34e-03,-1.13e-05
25868,165,R40,oxalo,-3.48e-02,-1.71e-03,5.03e-03,9.06e-06
25869,165,R40,pep,1.16e-02,4.85e-03,-1.67e-03,-2.57e-05
25870,170,R40,co2,8.71e-03,8.55e-04,-7.32e-04,-4.40e-06
25871,170,R40,oxalo,-8.58e-03,-3.13e-04,7.21e-04,1.61e-06
25872,170,R40,pep,1.54e-02,4.80e-03,-1.29e-03,-2.47e-05
25873,171,R40,co2,3.38e-02,1.86e-02,-4.79e-02,-5.59e-04
25874,171,R40,oxalo,-7.64e-02,-1.56e-02,1.08e-01,4.70e-04
25875,171,R40,pep,1.20e-02,2.09e-02,-1.70e-02,-6.30e-04
25876,172,R40,co2,1.08e-02,2.41e-03,-3.88e-03,-1.15e-05
25877,172,R40,oxalo,-2.45e-02,-2.03e-03,8.80e-03,9.71e-06
25878,172,R40,pep,5.54e-03,3.92e-03,-1.99e-03,-1.87e-05
25879,18,R40,co2,3.87e-02,1.31e-02,-2.70e-02,-3.37e-04
25880,18,R40,oxalo,-8.55e-02,-1.07e-02,5.97e-02,2.77e-04
25881,18,R40,pep,1.12e-02,1.20e-02,-7.84e-03,-3.10e-04
25882,184,R40,co2,5.83e-03,2.77e-03,-6.77e-03,-2.46e-05
25883,184,R40,oxalo,-9.31e-03,-1.65e-03,1.08e-02,1.46e-05
25884,184,R40,pep,5.81e-03,8.77e-03,-6.75e-03,-7.80e-05
25885,19,R40,co2,3.97e-02,1.29e-02,-2.63e-02,-3.31e-04
25886,19,R40,oxalo,-8.78e-02,-1.06e-02,5.82e-02,2.73e-04
25887,19,R40,pep,1.15e-02,1.19e-02,-7.64e-03,-3.06e-04
25888,190,R40,co2,1.63e-02,2.13e-03,-2.31e-03,-1.12e-05
25889,190,R40,oxalo,-3.51e-02,-1.70e-03,4.97e-03,8.97e-06
25890,190,R40,pep,1.16e-02,4.82e-03,-1.64e-03,-2.53e-05
25891,195,R40,co2,4.44e-03,3.15e-03,-8.78e-03,-2.14e-05
